Education;Income;Kidhome;Teenhome;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Age;Spent;Children;Family_Size;Is_Parent
2;44503.0;1;1;83;31;1;8;0;0;8;2;2;0;3;6;49;48;2;3;1
1;38593.0;1;0;42;51;12;49;17;24;24;3;4;1;3;8;43;177;1;2;1
2;83844.0;0;0;57;901;31;345;75;31;191;1;4;4;11;1;69;1574;0;2;0
3;52750.0;0;1;72;393;0;239;90;69;69;6;5;7;9;4;66;860;1;3;1
3;77632.0;0;0;73;1200;105;758;0;42;147;1;4;2;6;2;74;2252;0;2;0
3;87188.0;0;0;73;910;111;724;49;74;55;1;10;2;6;3;38;1923;0;1;0
2;62820.0;0;0;51;398;61;265;138;61;53;1;3;4;6;1;67;976;0;2;0
3;46463.0;1;1;56;163;2;40;8;11;11;7;3;1;6;6;50;235;2;4;1
2;46097.0;0;1;11;72;24;68;65;4;8;5;3;1;6;4;65;241;1;3;1
3;52597.0;0;1;69;492;0;37;7;0;42;3;6;3;8;5;59;578;1;2;1
3;63972.0;0;1;93;928;63;254;0;12;12;4;5;4;10;4;57;1269;1;2;1
1;51250.0;1;0;28;342;32;230;34;32;40;5;10;5;4;9;31;710;1;2;1
3;52157.0;0;1;48;189;2;29;3;2;40;2;3;2;5;4;71;265;1;3;1
3;27213.0;1;0;19;19;3;26;10;9;3;3;2;0;4;8;49;70;1;2;1
2;53201.0;1;1;49;280;7;81;20;0;27;8;6;3;5;7;46;415;2;3;1
2;51537.0;0;1;27;787;20;204;0;0;92;3;2;2;11;8;69;1103;1;2;1
2;85620.0;0;0;68;416;46;925;60;107;46;1;3;6;4;1;57;1600;0;1;0
2;40521.0;1;1;82;12;0;5;0;0;4;1;0;1;2;5;53;21;2;4;1
3;94871.0;0;2;99;169;24;553;188;0;144;1;8;5;4;7;52;1078;2;4;1
1;74859.0;0;0;63;570;73;614;133;102;73;1;6;5;11;3;72;1565;0;1;0
3;64191.0;0;1;30;420;15;186;151;38;15;3;5;3;13;3;58;825;1;2;1
2;69263.0;0;1;14;492;5;32;13;5;21;1;9;1;7;6;56;568;1;2;1
2;22063.0;1;0;43;7;10;13;3;11;11;2;2;0;3;7;49;55;1;3;1
2;55357.0;2;0;66;374;64;116;84;25;64;3;6;2;11;5;36;727;2;4;1
1;20130.0;0;0;99;0;6;3;7;6;12;1;1;0;3;8;47;34;0;2;0
2;66373.0;1;1;57;328;9;124;12;24;109;7;4;2;10;3;43;606;2;4;1
3;31626.0;1;0;12;39;1;9;2;1;34;1;2;1;2;7;43;86;1;2;1
3;65695.0;0;1;50;371;32;189;0;58;6;2;5;4;10;4;61;656;1;3;1
3;78710.0;0;1;42;721;0;152;119;50;50;3;7;6;12;4;44;1092;1;3;1
3;83532.0;0;0;36;755;144;562;104;64;224;1;4;6;4;1;122;1853;0;2;0
3;50520.0;0;1;25;112;0;6;2;1;14;2;3;1;3;6;63;135;1;2;1
1;75774.0;1;0;27;340;21;134;258;14;56;1;7;5;8;4;40;823;1;3;1
3;75283.0;1;2;26;733;9;180;12;19;66;11;6;3;5;4;64;1019;3;5;1
2;56534.0;0;1;35;691;7;61;10;0;46;4;10;4;7;8;53;815;1;3;1
2;69016.0;0;1;61;726;53;363;123;107;161;4;8;9;13;5;51;1533;1;3;1
3;62845.0;1;1;3;1099;0;45;0;0;34;11;3;4;10;8;72;1178;2;4;1
2;58512.0;0;1;25;895;10;101;13;0;152;5;3;4;8;8;57;1171;1;3;1
1;81975.0;0;1;2;983;76;184;180;138;27;1;6;3;4;7;59;1588;1;2;1
2;58275.0;1;1;48;189;10;253;56;43;64;6;8;2;7;7;66;615;2;3;1
3;71466.0;0;0;86;412;12;546;78;182;0;1;4;4;10;1;47;1230;0;1;0
2;40049.0;0;1;61;91;65;52;10;44;28;3;3;2;6;5;47;290;1;3;1
1;45204.0;1;0;93;30;11;25;29;1;18;1;1;1;4;3;33;114;1;3;1
3;53253.0;1;1;61;216;9;57;20;9;125;7;4;3;5;5;46;436;2;4;1
1;26490.0;0;0;92;45;47;52;21;20;25;2;3;1;5;6;63;210;0;2;0
2;50737.0;0;1;61;78;0;11;0;0;10;1;2;0;4;6;66;99;1;3;1
3;63516.0;1;1;30;141;11;114;15;14;5;4;4;1;7;5;48;300;2;4;1
2;30096.0;1;0;30;5;3;11;12;5;9;1;2;0;3;6;38;45;1;3;1
1;59184.0;0;1;6;341;142;113;259;151;66;3;6;6;12;5;60;1072;1;2;1
1;24683.0;1;0;98;8;4;10;6;7;6;2;2;0;4;5;31;41;1;3;1
3;75261.0;0;0;17;1239;17;413;23;34;17;1;5;6;5;2;66;1743;0;2;0
1;35388.0;1;0;20;6;4;7;4;3;8;1;1;0;3;7;33;32;1;2;1
2;80124.0;0;0;47;483;84;398;205;84;241;1;3;7;8;1;58;1495;0;2;0
2;70300.0;1;0;89;1045;61;338;60;46;46;3;5;5;13;8;46;1596;1;2;1
1;26887.0;0;1;27;6;7;4;3;4;6;1;1;0;3;6;62;30;1;3;1
2;69109.0;0;0;10;823;25;459;124;29;95;1;6;6;7;4;39;1555;0;2;0
1;75484.0;0;1;50;378;97;259;197;194;34;2;7;3;6;4;45;1159;1;3;1
2;61456.0;0;1;47;563;76;384;84;192;89;4;6;10;13;4;46;1388;1;3;1
2;53172.0;0;1;54;121;62;90;68;20;125;3;2;3;8;3;43;486;1;3;1
2;71232.0;0;1;91;653;17;170;34;26;17;2;11;2;10;7;62;917;1;3;1
2;66033.0;0;1;76;293;35;179;46;59;65;2;8;3;7;7;64;677;1;2;1
3;44159.0;1;0;85;167;2;62;24;13;7;4;4;1;6;5;51;275;1;3;1
3;30538.0;1;0;27;284;0;52;8;3;20;4;9;0;4;10;50;367;1;3;1
2;38361.0;1;0;74;39;0;56;20;8;14;3;3;1;3;7;52;137;1;3;1
2;42586.0;1;1;7;194;2;56;0;0;0;5;4;1;6;8;66;252;2;4;1
1;25804.0;1;0;34;8;7;9;13;6;12;2;2;0;3;8;43;55;1;3;1
3;50353.0;0;0;72;141;15;153;67;31;35;1;4;4;6;3;44;442;0;2;0
2;46904.0;1;1;20;153;4;56;0;9;31;4;5;1;4;8;54;253;2;3;1
2;44964.0;1;1;35;19;1;17;2;0;2;1;1;0;3;8;41;41;2;4;1
3;86857.0;0;0;96;899;102;838;133;102;40;1;5;6;10;2;49;2114;0;1;0
3;38853.0;1;1;90;29;0;14;0;0;2;2;2;0;3;7;51;45;2;4;1
2;82332.0;0;0;89;830;59;968;51;79;19;1;5;3;12;2;60;2006;0;1;0
2;40794.0;0;1;18;261;23;73;4;23;50;2;6;3;5;7;46;434;1;3;1
2;68743.0;0;0;81;1132;134;384;175;134;115;1;11;5;13;7;54;2074;0;1;0
3;35946.0;1;1;24;8;0;3;0;0;0;1;0;0;3;5;72;11;2;3;1
2;27469.0;0;0;2;9;1;2;3;2;0;1;0;0;3;6;74;17;0;2;0
2;42243.0;1;1;34;48;0;2;0;0;5;2;2;0;3;7;62;55;2;4;1
2;29672.0;1;1;6;9;1;3;0;4;8;1;0;0;3;6;56;25;2;4;1
2;56796.0;0;1;24;656;38;161;62;47;37;3;8;9;7;7;52;1001;1;3;1
3;73395.0;0;0;94;272;7;80;20;7;11;1;4;4;6;2;34;397;0;2;0
1;9548.0;1;0;31;0;1;3;10;6;9;2;1;0;3;8;45;29;1;2;1
2;75276.0;0;0;2;610;105;125;137;42;21;1;9;4;9;5;56;1040;0;2;0
2;58398.0;0;0;44;299;5;201;21;21;49;3;5;4;8;4;68;596;0;2;0
1;22212.0;1;0;49;5;9;20;6;8;21;2;2;0;4;6;46;69;1;3;1
1;26490.0;0;0;92;45;47;52;21;20;25;2;3;1;5;6;63;210;0;2;0
3;80995.0;0;1;83;860;28;409;73;56;56;1;8;9;4;4;63;1482;1;2;1
2;88347.0;0;0;32;1050;178;555;77;138;118;1;4;7;9;1;60;2116;0;2;0
2;82025.0;0;0;76;267;98;606;48;70;98;1;3;2;6;1;38;1187;0;1;0
3;36736.0;1;1;52;10;0;3;0;0;4;1;1;0;2;6;58;17;2;3;1
1;25130.0;1;0;10;2;5;7;0;18;18;2;2;0;3;7;41;50;1;3;1
1;59060.0;1;0;77;35;40;111;36;40;12;3;3;1;7;4;32;274;1;3;1
2;29672.0;1;1;6;9;1;3;0;4;8;1;0;0;3;6;56;25;2;4;1
3;84953.0;0;0;73;167;48;602;63;72;72;1;3;10;4;2;68;1024;0;1;0
2;61074.0;0;1;37;789;0;133;0;28;152;7;11;5;8;7;63;1102;1;3;1
3;57420.0;0;1;22;280;0;18;0;0;24;3;5;1;6;7;50;322;1;3;1
3;49681.0;0;2;66;411;0;26;0;0;21;6;7;1;7;7;45;458;2;4;1
2;46086.0;0;1;34;244;8;32;7;2;50;4;3;1;8;4;65;343;1;2;1
2;73926.0;0;0;54;627;91;597;159;91;15;1;6;5;12;3;48;1580;0;2;0
2;44689.0;1;1;82;18;0;5;0;0;11;2;1;1;2;7;70;34;2;4;1
2;47850.0;1;0;72;42;7;43;20;12;10;1;3;0;4;6;41;134;1;3;1
2;42160.0;1;1;26;48;9;45;3;15;20;4;2;1;4;6;46;140;2;3;1
2;53154.0;0;1;50;129;0;21;0;1;7;1;3;1;4;4;62;158;1;3;1
2;44989.0;0;1;26;98;0;106;49;10;106;5;5;1;5;6;47;369;1;3;1
2;60199.0;1;2;49;8;1;7;2;0;0;1;0;0;3;4;43;18;3;4;1
3;66426.0;0;1;14;1043;24;97;32;24;157;2;3;5;10;6;60;1377;1;3;1
3;39190.0;1;0;91;68;8;18;19;8;12;2;2;1;4;5;47;133;1;2;1
2;40548.0;0;1;31;110;0;5;2;0;3;2;2;1;4;5;51;120;1;3;1
3;29435.0;1;1;11;70;3;37;4;2;64;4;3;2;2;9;55;180;2;3;1
2;46923.0;1;0;90;85;44;54;102;78;6;3;5;1;7;7;34;369;1;2;1
3;59354.0;0;2;59;295;21;78;39;13;13;1;4;4;7;3;68;459;2;4;1
3;18169.0;1;0;40;9;0;5;0;0;7;1;1;0;2;8;36;21;1;3;1
1;58821.0;0;1;44;513;14;154;19;0;28;1;9;2;9;6;65;728;1;3;1
2;81205.0;0;0;43;724;74;929;97;55;130;1;5;6;7;2;51;2009;0;2;0
3;33581.0;2;0;38;11;0;5;0;0;1;1;1;0;2;8;52;17;2;4;1
2;77568.0;0;1;30;1230;0;396;232;178;158;1;10;2;8;5;42;2194;1;3;1
3;46681.0;0;2;52;269;15;69;15;19;38;2;4;6;4;5;73;425;2;4;1
2;43140.0;0;1;68;134;8;76;6;0;11;1;4;1;5;6;64;235;1;3;1
2;44267.0;1;1;48;183;5;65;3;5;49;5;5;2;4;9;51;310;2;3;1
2;13624.0;1;0;93;10;2;15;2;1;6;2;2;0;3;6;45;36;1;3;1
2;22419.0;0;0;74;30;3;47;19;21;42;1;3;2;2;8;58;162;0;2;0
3;70038.0;0;0;54;587;54;348;71;54;130;1;4;4;8;2;39;1244;0;2;0
3;42473.0;1;1;72;93;1;21;0;4;25;3;2;1;4;5;45;144;2;3;1
3;39665.0;1;0;97;127;1;56;0;1;31;3;4;2;3;7;40;216;1;3;1
2;63285.0;0;0;84;508;124;249;50;38;134;1;6;5;13;3;76;1103;0;1;0
2;30828.0;1;0;16;16;11;15;2;0;12;2;1;1;4;3;41;56;1;2;1
2;68487.0;0;0;48;758;12;385;33;89;89;1;9;7;13;4;33;1366;0;2;0
2;44911.0;0;1;11;159;0;22;2;1;31;3;4;1;4;7;62;215;1;3;1
3;49854.0;1;0;63;123;17;171;39;0;30;5;6;2;5;6;49;380;1;3;1
2;17345.0;1;0;79;4;9;16;17;0;12;2;2;1;2;8;43;58;1;3;1
2;44794.0;0;1;99;54;0;7;0;0;4;1;2;0;3;6;55;65;1;3;1
1;26997.0;0;0;89;7;23;78;133;49;144;2;4;2;5;7;70;434;0;2;0
3;56129.0;0;1;65;320;48;133;39;72;48;4;6;2;10;4;68;660;1;3;1
3;81169.0;0;0;47;1288;20;613;80;61;27;1;5;7;9;2;46;2089;0;1;0
1;64831.0;1;1;51;480;86;249;75;86;144;8;6;3;5;6;69;1120;2;3;1
2;33039.0;1;0;4;30;8;12;8;8;12;1;2;0;4;5;43;78;1;3;1
3;49389.0;1;1;55;40;0;19;2;1;3;1;2;0;3;7;70;65;2;3;1
3;54072.0;1;1;71;35;0;4;0;0;0;1;2;0;2;8;58;39;2;4;1
3;57954.0;1;1;52;456;4;24;0;0;9;7;8;2;6;7;44;493;2;4;1
3;65488.0;0;0;46;603;45;207;36;18;54;1;3;4;6;1;63;963;0;2;0
3;42394.0;1;0;69;15;2;10;0;1;4;1;1;0;3;7;49;32;1;2;1
3;57744.0;0;1;91;350;3;39;0;0;19;2;9;1;4;8;67;411;1;3;1
2;59462.0;0;1;29;724;17;143;0;8;196;2;9;2;12;7;71;1088;1;3;1
1;38683.0;1;0;80;46;35;69;84;41;66;6;4;1;6;7;32;341;1;3;1
2;56253.0;0;1;83;509;0;65;7;11;5;4;7;2;9;6;58;597;1;3;1
3;28839.0;1;1;86;24;0;7;0;0;1;2;2;0;3;5;65;32;2;4;1
1;30753.0;1;1;85;12;5;25;0;9;30;2;1;1;3;5;54;81;2;4;1
2;49160.0;0;1;29;122;21;43;25;10;15;2;3;1;6;6;72;236;1;2;1
3;45759.0;1;1;13;42;1;18;3;0;4;2;2;0;3;7;57;68;2;4;1
2;29440.0;1;1;95;17;8;14;10;4;3;2;1;0;4;7;61;56;2;4;1
3;36138.0;1;1;48;130;0;16;0;0;5;5;3;1;4;7;51;151;2;4;1
1;60839.0;1;1;72;600;21;128;223;150;128;13;2;2;12;8;42;1250;2;4;1
2;44529.0;0;1;98;538;13;91;17;6;26;6;6;2;11;5;55;691;1;3;1
3;38196.0;1;1;20;30;0;11;0;0;3;3;2;0;4;5;50;44;2;4;1
1;41713.0;1;1;57;77;8;44;10;10;25;5;3;1;4;6;57;174;2;3;1
3;37087.0;1;0;50;194;55;134;15;0;3;3;4;2;8;6;47;401;1;3;1
1;24594.0;1;0;94;1;3;6;10;0;9;1;1;0;3;5;42;29;1;3;1
1;24367.0;1;0;58;2;4;2;0;11;5;1;1;0;2;9;39;24;1;2;1
3;75251.0;0;0;34;721;111;925;97;18;18;1;7;6;5;5;49;1890;0;2;0
3;57912.0;0;1;34;801;0;80;0;0;35;5;8;3;12;5;56;916;1;2;1
2;23228.0;1;0;91;53;3;49;7;4;5;4;3;0;4;8;37;121;1;3;1
3;33996.0;0;0;46;40;2;15;8;0;6;1;1;1;3;4;32;71;0;1;0
3;49269.0;1;0;92;639;8;166;11;8;58;3;7;3;12;7;50;890;1;3;1
2;34176.0;1;0;12;5;7;24;19;14;20;4;3;0;4;6;33;89;1;2;1
3;33762.0;2;1;61;53;1;34;2;0;16;3;2;2;2;8;62;106;3;5;1
2;80589.0;0;0;25;507;93;520;242;40;26;1;5;10;5;1;77;1428;0;2;0
2;25293.0;1;0;51;15;0;11;0;2;9;1;1;1;2;8;52;37;1;3;1
2;45684.0;1;0;37;5;1;5;10;0;7;1;1;0;2;7;50;28;1;2;1
3;55424.0;0;1;6;462;61;184;10;53;107;4;7;5;9;6;45;877;1;3;1
3;45183.0;0;0;33;219;3;60;12;9;12;1;4;1;7;7;59;315;0;1;0
2;15345.0;1;0;51;5;2;16;3;2;19;2;1;1;2;8;37;47;1;3;1
2;56181.0;0;1;6;121;103;69;8;44;48;1;4;2;7;4;59;393;1;3;1
2;63810.0;0;1;45;977;12;253;16;12;101;4;4;3;12;8;55;1371;1;2;1
1;28249.0;0;0;80;1;9;7;2;14;10;1;2;0;3;6;60;43;0;2;0
3;75777.0;0;0;12;712;26;538;69;13;80;1;3;6;11;1;39;1438;0;1;0
3;22554.0;1;1;38;27;0;10;0;0;4;4;2;0;4;5;66;41;2;4;1
2;153924.0;0;0;81;1;1;1;1;1;1;0;0;0;0;0;46;6;0;1;0
2;31590.0;1;0;40;6;2;15;6;6;3;1;1;0;3;8;49;38;1;3;1
2;37758.0;1;1;49;27;2;10;0;0;1;2;1;0;3;8;55;40;2;4;1
3;82032.0;0;0;54;332;194;377;149;125;57;0;4;6;7;1;73;1234;0;1;0
3;80950.0;0;0;44;525;147;112;219;147;63;1;6;7;9;2;60;1213;0;2;0
3;27683.0;1;0;90;152;9;121;12;12;45;4;6;2;4;8;43;351;1;3;1
3;75865.0;0;0;73;483;0;591;156;0;12;1;3;5;10;1;78;1242;0;2;0
2;29009.0;1;0;19;6;6;15;10;5;2;2;2;0;3;6;40;44;1;3;1
3;72309.0;0;0;64;960;0;883;50;38;0;1;5;6;8;3;45;1931;0;1;0
3;68682.0;0;0;56;919;0;505;99;30;45;1;4;9;10;2;30;1598;0;2;0
3;50611.0;0;1;98;459;0;24;6;0;4;6;4;5;7;6;61;493;1;2;1
3;33629.0;1;1;49;132;0;16;0;0;4;5;3;1;4;9;58;152;2;4;1
1;47025.0;0;1;98;508;11;59;23;5;29;5;11;1;6;9;43;635;1;3;1
2;70321.0;0;0;6;303;23;751;82;26;191;1;6;5;13;4;74;1376;0;2;0
3;31497.0;0;1;22;108;1;28;13;1;4;2;3;1;4;8;59;155;1;3;1
2;81217.0;0;0;77;493;70;324;146;40;84;1;3;7;11;1;32;1157;0;1;0
3;54603.0;1;1;85;145;13;46;17;2;4;6;4;2;4;7;65;227;2;4;1
2;75127.0;0;0;92;203;35;305;46;17;227;1;2;11;5;1;69;833;0;1;0
1;26224.0;1;0;39;4;7;15;13;9;15;3;2;1;3;6;43;63;1;3;1
2;23910.0;1;0;80;16;12;18;7;1;13;1;2;0;3;7;52;67;1;2;1
2;59809.0;0;2;36;598;16;141;32;41;49;3;3;3;6;8;45;877;2;4;1
3;58646.0;0;1;3;62;1;44;6;5;22;1;2;1;4;4;59;140;1;3;1
1;50334.0;0;1;24;284;16;160;84;16;134;6;7;4;6;6;49;694;1;3;1
3;65352.0;0;1;43;284;3;84;4;7;23;2;4;2;8;4;47;405;1;3;1
2;27242.0;1;0;2;3;17;26;20;1;39;2;2;0;3;9;51;106;1;2;1
2;60894.0;0;1;61;606;7;155;10;0;54;5;10;3;8;7;55;832;1;3;1
2;28510.0;1;1;72;44;5;19;0;4;19;3;2;0;4;5;40;91;2;3;1
3;61010.0;0;1;57;888;0;57;0;0;76;2;8;5;11;5;69;1021;1;3;1
2;80685.0;0;0;55;241;45;604;34;26;54;1;6;4;10;2;27;1004;0;2;0
3;28440.0;1;0;87;38;1;24;0;0;0;1;2;0;3;8;47;63;1;3;1
2;28164.0;1;0;23;3;18;26;11;8;12;3;2;0;4;7;51;78;1;3;1
3;38620.0;0;0;56;112;17;44;34;22;89;1;2;5;3;3;58;318;0;2;0
3;37368.0;1;0;4;3;2;11;2;2;10;1;1;0;2;6;46;30;1;3;1
2;74854.0;1;2;90;856;59;487;58;29;73;7;2;5;5;5;51;1562;3;5;1
2;51479.0;1;1;67;247;8;160;6;8;65;7;6;3;6;7;54;494;2;4;1
3;53374.0;0;1;34;896;10;101;13;10;34;6;4;2;9;9;52;1064;1;3;1
2;89694.0;1;1;22;1126;28;211;37;28;42;3;4;3;4;5;48;1472;2;3;1
3;38452.0;1;1;62;56;0;14;0;0;2;3;3;0;3;7;66;72;2;4;1
2;50664.0;1;1;64;313;8;104;6;4;126;9;8;1;6;9;62;561;2;3;1
1;27733.0;1;0;16;0;7;5;26;2;17;2;2;0;3;7;40;57;1;3;1
3;34596.0;1;0;48;14;0;2;0;0;7;1;1;0;2;8;47;23;1;3;1
3;61905.0;0;1;2;167;0;43;6;2;13;2;4;2;4;5;46;231;1;3;1
1;9722.0;1;0;7;6;17;16;6;16;42;4;3;1;3;8;48;103;1;3;1
2;74538.0;0;0;21;380;98;733;110;112;28;1;8;8;5;3;50;1461;0;2;0
2;35196.0;1;0;68;75;12;141;43;39;187;6;6;1;5;8;37;497;1;3;1
3;32892.0;1;0;78;26;0;15;2;1;2;2;3;0;3;8;50;46;1;3;1
3;67911.0;0;1;63;529;0;356;63;28;0;3;6;7;11;3;72;976;1;3;1
2;80952.0;0;0;20;778;178;689;41;27;44;1;8;5;11;8;52;1757;0;2;0
3;8820.0;1;1;52;12;0;13;4;2;4;4;3;0;3;8;69;35;2;3;1
2;54386.0;0;1;8;277;21;64;62;21;25;2;3;2;10;3;40;470;1;3;1
2;70971.0;0;1;28;1001;17;572;93;125;17;7;11;11;5;7;61;1825;1;3;1
2;86037.0;0;0;95;490;44;125;29;20;22;1;6;7;11;3;30;730;0;1;0
2;35246.0;1;1;53;36;0;12;2;2;10;4;3;1;3;5;63;62;2;3;1
3;42564.0;0;1;28;324;48;186;39;18;198;6;6;8;4;7;53;813;1;2;1
2;55563.0;0;1;22;29;1;9;2;0;2;1;2;0;3;3;43;43;1;2;1
3;78420.0;0;0;75;604;28;674;91;28;28;1;3;10;8;1;55;1453;0;1;0
1;13084.0;0;0;29;2;0;7;3;7;10;1;1;0;3;6;69;29;0;2;0
3;67546.0;0;0;90;864;134;768;150;38;172;1;4;10;5;3;33;2126;0;2;0
3;18988.0;1;0;43;6;0;6;2;1;1;2;1;0;3;7;37;16;1;3;1
2;66503.0;1;0;30;91;64;128;65;3;50;2;4;3;6;3;36;401;1;2;1
2;26759.0;1;0;65;25;3;16;8;5;2;2;2;1;3;6;49;59;1;2;1
2;71434.0;0;1;4;711;36;217;172;96;168;3;7;4;7;4;59;1400;1;3;1
3;84460.0;0;0;80;152;27;103;106;54;81;0;9;9;4;5;63;523;0;2;0
3;65073.0;0;0;65;629;17;177;69;0;8;1;5;3;5;2;78;900;0;2;0
2;51813.0;1;1;37;51;2;7;0;1;2;2;2;0;3;7;49;63;2;3;1
3;56850.0;0;1;83;34;1;19;2;7;0;1;1;1;3;2;50;63;1;3;1
3;26518.0;1;1;33;20;1;28;3;3;2;3;2;0;3;8;72;57;2;3;1
3;78642.0;0;1;83;1396;0;322;46;35;17;1;4;9;4;6;50;1816;1;3;1
3;85738.0;0;0;41;913;26;376;17;26;13;1;3;6;11;1;43;1371;0;2;0
2;47743.0;0;1;56;198;2;43;0;12;20;3;4;1;6;6;64;275;1;3;1
2;57731.0;0;1;0;266;21;300;65;8;44;4;8;8;6;6;52;704;1;2;1
3;82032.0;0;0;54;332;194;377;149;125;57;0;4;6;7;1;73;1234;0;1;0
1;24882.0;1;0;52;1;4;10;29;0;36;1;1;1;2;6;43;80;1;3;1
1;26487.0;1;0;23;2;8;10;12;14;23;3;2;1;3;5;43;69;1;2;1
2;40590.0;1;1;30;154;0;50;6;11;37;5;3;4;3;6;52;258;2;3;1
