Education;Income;Kidhome;Teenhome;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Age;Spent;Children;Family_Size;Is_Parent
2;39898.0;0;1;20;69;8;26;12;7;12;2;3;0;4;7;67;134;1;3;1
2;47703.0;0;1;95;359;0;134;13;26;123;4;6;3;8;5;68;655;1;3;1
2;64813.0;1;0;81;293;0;124;179;97;52;1;7;2;10;5;43;745;1;3;1
2;23976.0;1;0;68;14;1;21;2;3;25;3;3;1;3;7;37;66;1;3;1
1;32632.0;0;0;32;63;151;137;153;19;53;2;4;4;8;5;58;576;0;2;0
3;70179.0;0;1;10;532;88;168;69;44;133;3;7;3;13;5;45;1034;1;2;1
1;57247.0;0;1;50;99;4;32;37;54;6;2;2;1;7;2;69;232;1;3;1
2;58917.0;1;2;10;151;7;89;0;7;28;5;4;1;6;5;52;282;3;5;1
2;64474.0;0;1;59;381;35;172;56;86;93;2;8;2;10;5;49;823;1;3;1
3;70179.0;0;1;10;532;88;168;69;44;133;3;7;3;13;5;45;1034;1;2;1
3;42564.0;0;1;28;324;48;186;39;18;198;6;6;8;4;7;53;813;1;2;1
2;21645.0;1;0;75;14;0;23;4;5;19;3;3;0;3;9;42;65;1;3;1
2;46524.0;0;1;70;31;19;35;26;14;52;2;1;1;5;3;60;177;1;2;1
3;64857.0;0;0;78;556;14;717;210;0;43;1;7;5;10;4;65;1540;0;1;0
3;34469.0;1;1;58;19;6;20;0;5;12;3;1;1;4;4;73;62;2;4;1
3;35641.0;1;0;11;63;3;67;8;9;28;2;3;1;4;7;49;178;1;3;1
2;36317.0;0;1;53;87;3;25;3;2;13;2;3;0;4;7;56;133;1;3;1
2;30279.0;1;0;13;10;4;14;4;4;1;1;1;0;3;8;32;37;1;2;1
2;82623.0;0;0;58;204;34;204;172;153;173;1;2;9;4;1;69;940;0;1;0
1;54690.0;1;1;76;111;16;37;7;9;18;3;3;1;5;3;50;198;2;4;1
2;74068.0;0;0;14;783;30;537;140;76;15;1;4;10;9;2;45;1581;0;2;0
1;28457.0;0;0;96;24;1;108;29;29;14;1;4;1;4;8;69;205;0;1;0
2;75315.0;0;1;14;459;15;171;142;23;31;2;5;4;12;2;67;841;1;3;1
3;39435.0;1;0;16;71;0;18;0;0;13;1;3;1;2;7;48;102;1;3;1
2;75507.0;0;0;56;709;93;374;104;80;80;1;8;6;6;3;42;1440;0;2;0
2;28332.0;0;0;58;14;10;13;4;15;9;1;2;1;4;2;69;65;0;2;0
2;72066.0;0;0;55;1003;34;536;134;51;34;1;4;6;6;2;40;1792;0;1;0
3;46377.0;1;0;89;37;0;46;4;3;0;1;2;1;3;4;43;90;1;3;1
1;24594.0;1;0;94;1;3;6;10;0;9;1;1;0;3;5;42;29;1;3;1
2;60597.0;0;1;2;522;0;257;32;16;66;4;2;2;8;7;57;893;1;3;1
2;28320.0;0;1;68;19;1;14;3;2;4;1;1;0;3;8;71;43;1;3;1
3;55954.0;0;1;63;447;0;28;0;0;43;3;8;2;6;7;53;518;1;3;1
2;49980.0;0;1;79;104;1;54;13;9;14;2;3;1;5;5;58;195;1;2;1
3;53843.0;0;1;64;378;0;88;19;4;73;4;8;5;3;7;56;562;1;3;1
3;69245.0;0;1;8;428;30;214;80;30;61;2;6;5;10;3;65;843;1;3;1
1;17256.0;1;0;10;6;4;14;8;8;22;2;2;1;2;8;29;62;1;3;1
2;65685.0;0;1;54;642;14;49;0;7;57;1;9;2;9;5;49;769;1;3;1
2;18589.0;0;0;89;6;4;25;15;12;13;2;2;1;3;7;52;75;0;1;0
3;61794.0;0;1;74;264;47;188;54;47;11;2;4;4;10;2;60;611;1;3;1
2;49413.0;0;1;88;205;7;41;3;2;46;2;4;2;5;5;69;304;1;3;1
3;34578.0;2;1;1;7;0;1;0;0;0;1;1;0;2;6;49;8;3;5;1
2;63777.0;1;1;87;457;5;106;15;17;53;8;11;1;6;8;42;653;2;4;1
2;54165.0;0;0;72;127;4;73;15;6;11;1;2;1;7;2;52;236;0;2;0
1;62972.0;0;1;39;313;15;47;20;0;192;2;7;4;3;6;66;587;1;3;1
2;61064.0;0;1;80;387;126;342;0;45;180;5;8;4;11;6;45;1080;1;3;1
2;44931.0;0;1;0;78;0;11;0;0;7;1;2;1;3;5;54;96;1;3;1
3;75261.0;0;0;17;1239;17;413;23;34;17;1;5;6;5;2;66;1743;0;2;0
3;43263.0;0;1;2;262;6;61;0;10;102;3;5;2;6;5;44;441;1;3;1
1;46344.0;0;1;28;233;20;57;8;20;91;4;7;1;5;7;49;429;1;3;1
2;22280.0;1;0;85;2;1;4;3;1;2;1;1;0;2;8;46;13;1;3;1
3;62845.0;1;1;3;1099;0;45;0;0;34;11;3;4;10;8;72;1178;2;4;1
2;77870.0;0;1;93;1017;50;500;65;50;133;3;5;5;5;8;54;1815;1;3;1
3;66334.0;0;1;82;909;11;218;0;0;23;2;9;3;5;5;65;1161;1;3;1
2;70886.0;1;0;65;407;70;239;103;88;53;1;5;4;4;2;50;960;1;3;1
2;72282.0;0;0;70;503;27;419;90;139;153;1;5;7;9;7;70;1331;0;1;0
2;51479.0;1;1;67;247;8;160;6;8;65;7;6;3;6;7;54;494;2;4;1
1;59601.0;0;1;14;691;7;69;0;7;23;4;2;2;7;8;44;797;1;2;1
3;70123.0;0;0;27;1308;0;396;23;0;0;1;5;7;4;3;38;1727;0;2;0
2;66951.0;0;0;46;277;162;305;173;76;124;1;3;4;7;1;33;1117;0;1;0
3;67536.0;0;1;45;1253;0;447;23;71;35;3;11;5;11;8;51;1829;1;3;1
2;72025.0;0;0;46;967;0;617;43;50;0;1;4;8;13;2;72;1677;0;2;0
1;31163.0;1;0;54;2;3;10;11;2;10;1;1;0;3;6;48;38;1;2;1
2;65196.0;0;2;34;743;19;181;12;0;200;2;7;6;11;5;63;1155;2;4;1
2;58330.0;0;1;87;445;53;213;104;98;151;1;6;4;13;4;46;1064;1;2;1
2;73691.0;0;1;58;707;21;250;85;43;73;2;6;2;8;2;50;1179;1;3;1
3;86424.0;0;0;12;387;68;569;89;45;68;1;6;9;12;1;65;1226;0;1;0
2;38547.0;1;0;49;6;1;10;0;1;4;1;1;0;2;8;40;22;1;3;1
2;31158.0;1;0;62;25;6;16;20;0;5;2;2;0;3;8;36;72;1;3;1
3;68352.0;0;1;47;614;16;132;43;33;33;3;8;5;9;6;47;871;1;2;1
2;67716.0;0;1;8;530;142;217;62;9;56;4;7;4;13;5;61;1016;1;3;1
3;71691.0;0;0;0;336;130;411;240;32;43;1;4;7;5;2;63;1192;0;1;0
3;34320.0;1;0;66;4;1;9;3;0;0;1;1;0;2;8;35;17;1;3;1
2;53700.0;0;1;94;263;5;233;69;41;83;4;5;5;8;5;69;694;1;2;1
2;80952.0;0;0;20;778;178;689;41;27;44;1;8;5;11;8;52;1757;0;2;0
3;65526.0;0;1;22;397;19;69;12;0;9;1;4;4;8;2;57;506;1;3;1
1;7500.0;1;0;63;10;17;18;8;26;40;4;3;2;2;9;29;119;1;2;1
3;76234.0;0;1;21;519;50;167;130;0;41;1;8;3;11;3;49;907;1;3;1
2;40548.0;0;1;31;110;0;5;2;0;3;2;2;1;4;5;51;120;1;3;1
2;71965.0;0;1;21;572;19;286;50;38;248;3;6;3;5;3;70;1213;1;3;1
3;55284.0;0;1;60;547;7;140;0;7;63;3;7;5;8;5;65;764;1;2;1
3;42835.0;1;1;64;379;4;93;12;9;98;7;6;6;4;6;50;595;2;3;1
1;51250.0;1;0;28;342;32;230;34;32;40;5;10;5;4;9;31;710;1;2;1
2;39922.0;1;0;30;29;12;59;19;1;36;2;3;0;4;8;38;156;1;3;1
3;47352.0;0;1;70;172;12;112;8;0;15;4;6;1;5;7;70;319;1;3;1
3;55212.0;0;1;65;1103;0;45;0;0;34;3;4;2;11;8;52;1182;1;3;1
2;78569.0;0;0;14;558;79;622;207;175;95;1;4;6;4;1;75;1736;0;2;0
2;80763.0;0;0;17;674;168;108;192;42;231;1;5;11;6;3;71;1415;0;2;0
2;27573.0;1;0;45;50;15;110;39;15;15;4;5;1;4;8;46;244;1;3;1
3;75345.0;0;0;16;918;57;842;99;38;133;1;5;8;6;3;51;2087;0;1;0
2;80812.0;0;0;95;769;22;500;210;143;33;1;4;8;5;2;68;1677;0;2;0
3;90638.0;0;0;29;1156;120;915;94;144;96;1;3;4;10;1;30;2525;0;1;0
2;58398.0;0;0;44;299;5;201;21;21;49;3;5;4;8;4;68;596;0;2;0
3;79143.0;0;0;2;650;37;780;27;167;32;1;6;9;13;3;57;1693;0;2;0
2;34824.0;0;0;65;4;2;11;2;0;4;1;1;0;2;6;26;23;0;1;0
2;40059.0;1;0;82;110;29;92;28;10;145;1;6;2;3;8;37;414;1;3;1
2;37155.0;1;0;51;23;0;26;7;15;3;1;2;0;4;5;32;74;1;3;1
2;35196.0;1;0;68;75;12;141;43;39;187;6;6;1;5;8;37;497;1;3;1
2;61278.0;0;1;87;111;3;28;2;6;15;2;3;1;4;6;68;165;1;3;1
2;75127.0;0;0;92;203;35;305;46;17;227;1;2;11;5;1;69;833;0;1;0
1;15056.0;1;1;76;6;12;3;21;6;40;5;2;2;3;5;63;88;2;3;1
1;88194.0;0;1;19;688;14;309;201;24;38;1;11;10;10;5;42;1274;1;2;1
2;51813.0;1;1;37;51;2;7;0;1;2;2;2;0;3;7;49;63;2;3;1
2;31814.0;1;0;73;35;3;20;4;1;20;2;2;0;3;9;48;83;1;3;1
2;32952.0;1;0;36;38;0;12;3;1;1;1;2;0;3;7;44;55;1;2;1
3;48432.0;0;1;3;322;3;50;4;3;42;5;7;1;6;8;48;424;1;2;1
3;69969.0;0;0;64;882;29;514;38;29;44;1;4;2;6;3;56;1536;0;2;0
3;10979.0;0;0;34;8;4;10;2;2;4;2;3;0;3;5;32;30;0;1;0
2;54386.0;0;1;8;277;21;64;62;21;25;2;3;2;10;3;40;470;1;3;1
3;79174.0;0;0;2;1074;37;518;193;92;129;1;5;6;7;2;46;2043;0;2;0
3;36930.0;0;1;50;223;2;31;0;2;39;5;5;2;4;8;67;297;1;3;1
2;50116.0;1;1;68;54;0;10;0;0;2;2;1;0;4;5;64;66;2;4;1
2;77981.0;1;0;78;138;120;204;16;126;60;3;7;4;7;5;49;664;1;3;1
3;89120.0;0;0;78;1168;92;408;72;129;55;1;5;6;7;1;62;1924;0;2;0
2;56796.0;0;1;24;656;38;161;62;47;37;3;8;9;7;7;52;1001;1;3;1
2;40780.0;0;1;30;229;27;71;13;3;34;4;7;1;5;9;45;377;1;2;1
2;7500.0;0;0;94;0;2;3;4;1;5;1;0;0;3;6;34;15;0;2;0
2;50785.0;1;1;27;64;1;21;0;1;27;2;2;1;3;6;59;114;2;3;1
2;26067.0;1;0;49;22;2;18;0;2;12;3;3;0;3;8;47;56;1;3;1
3;57091.0;0;1;82;462;0;24;6;0;4;2;9;2;5;7;49;496;1;3;1
2;1730.0;0;0;65;1;1;3;1;1;1;15;0;0;0;20;50;8;0;1;0
3;67680.0;0;1;8;546;0;48;0;6;6;1;7;3;8;5;70;606;1;2;1
1;50334.0;0;1;24;284;16;160;84;16;134;6;7;4;6;6;49;694;1;3;1
3;41551.0;1;1;51;220;0;33;3;0;23;5;5;1;5;8;57;279;2;4;1
1;74805.0;0;1;14;209;162;209;41;162;37;5;4;7;10;2;66;820;1;3;1
3;16653.0;1;0;10;5;7;31;15;4;7;3;2;1;3;6;42;69;1;2;1
3;40637.0;1;1;72;22;0;13;0;0;3;2;1;0;3;7;56;38;2;3;1
1;41658.0;1;1;30;8;4;12;15;4;29;2;1;1;2;4;46;72;2;3;1
3;36230.0;1;0;17;14;2;30;8;2;3;1;2;0;4;5;50;59;1;2;1
2;71853.0;0;0;29;358;108;413;141;97;32;1;2;8;6;1;39;1149;0;2;0
2;65777.0;0;0;87;565;32;435;28;32;54;1;2;8;6;1;54;1146;0;2;0
1;26887.0;0;1;27;6;7;4;3;4;6;1;1;0;3;6;62;30;1;3;1
2;41728.0;1;0;92;13;6;15;3;5;13;1;2;0;2;10;53;55;1;3;1
3;27889.0;1;0;42;14;0;4;0;0;8;1;1;1;2;6;44;26;1;3;1
2;27038.0;0;0;64;1;26;25;17;23;15;1;3;0;3;9;55;107;0;1;0
1;82347.0;0;0;38;556;54;845;202;133;63;1;7;7;10;3;64;1853;0;2;0
3;77622.0;0;2;3;520;7;154;19;0;14;2;6;3;11;3;51;714;2;4;1
3;54549.0;0;1;8;216;2;6;0;0;9;2;5;1;4;7;69;233;1;3;1
1;62466.0;0;1;13;129;129;259;168;121;83;5;6;3;12;4;51;889;1;3;1
3;39858.0;1;0;67;15;20;25;2;7;26;1;2;0;4;6;52;95;1;2;1
1;71488.0;0;0;87;162;33;124;40;28;172;2;3;4;7;1;56;559;0;2;0
2;50127.0;0;1;88;274;0;21;4;6;15;1;5;1;6;6;59;320;1;3;1
3;55614.0;0;0;85;504;13;131;8;0;26;1;9;4;6;7;77;682;0;1;0
3;156924.0;0;0;85;2;1;2;1;1;1;0;0;0;0;0;72;8;0;2;0
3;55282.0;1;0;9;125;6;73;8;4;19;1;3;1;6;4;51;235;1;2;1
3;38097.0;1;1;70;77;2;35;0;1;69;4;3;2;2;7;51;184;2;4;1
2;75507.0;0;0;56;709;93;374;104;80;80;1;8;6;6;3;42;1440;0;2;0
3;65176.0;0;1;57;960;28;183;220;70;70;4;9;6;6;6;52;1531;1;3;1
2;56628.0;0;1;30;479;5;82;7;17;171;2;7;6;5;5;44;761;1;2;1
2;18929.0;0;0;15;32;0;8;23;4;18;1;1;0;4;6;31;85;0;2;0
2;42664.0;0;1;44;21;0;3;0;0;0;1;1;0;3;6;54;24;1;3;1
2;24206.0;1;0;66;7;2;8;3;2;3;1;1;0;3;6;51;25;1;2;1
2;16531.0;1;0;43;2;13;6;7;5;11;3;3;0;3;7;43;44;1;3;1
3;48330.0;0;1;2;28;0;4;0;0;0;1;1;0;3;5;60;32;1;3;1
2;57100.0;1;0;9;158;11;99;15;11;17;2;3;2;7;3;34;311;1;2;1
2;21675.0;1;0;55;4;0;16;17;4;4;3;4;0;3;7;45;45;1;3;1
2;94384.0;0;0;62;1111;24;790;160;45;172;0;5;8;5;2;68;2302;0;2;0
3;70091.0;1;0;11;964;34;137;15;0;11;2;5;2;10;8;52;1161;1;3;1
3;93027.0;0;0;77;1285;42;716;55;0;21;0;7;10;5;2;80;2119;0;2;0
2;51148.0;1;1;38;235;6;45;8;9;12;4;5;1;6;6;48;315;2;4;1
2;41638.0;0;1;68;315;0;31;4;0;91;4;5;5;3;8;57;441;1;2;1
2;53359.0;1;1;4;173;4;30;3;6;41;4;5;1;4;7;45;257;2;4;1
1;31056.0;1;0;99;5;10;13;3;8;16;1;1;0;3;8;44;55;1;3;1
2;82657.0;0;0;71;966;168;672;246;105;126;1;7;5;10;4;75;2283;0;2;0
2;55563.0;0;1;22;29;1;9;2;0;2;1;2;0;3;3;43;43;1;2;1
3;71466.0;0;0;86;412;12;546;78;182;0;1;4;4;10;1;47;1230;0;1;0
2;54984.0;0;1;51;173;13;131;32;3;6;4;6;1;6;7;62;358;1;3;1
3;66313.0;0;1;86;625;7;99;10;22;7;2;6;3;12;4;58;770;1;3;1
1;10404.0;1;0;52;2;2;11;10;6;12;2;1;0;4;5;32;43;1;3;1
2;37971.0;1;0;97;5;4;10;2;2;7;1;1;0;3;8;48;30;1;3;1
3;59292.0;0;1;71;378;14;68;19;14;14;2;3;5;8;3;71;507;1;3;1
2;55239.0;0;1;59;371;17;238;23;24;106;3;7;5;11;5;50;779;1;2;1
2;70440.0;0;0;49;690;117;499;76;102;88;1;5;10;7;3;43;1572;0;2;0
3;37054.0;1;1;89;12;1;6;0;1;5;2;1;0;3;7;54;25;2;4;1
3;41014.0;1;0;65;7;2;6;2;0;3;1;1;0;2;7;43;20;1;3;1
2;54058.0;0;1;56;198;18;252;32;108;54;2;4;6;8;3;45;662;1;3;1
3;69661.0;0;0;80;656;16;106;32;16;8;1;7;3;12;3;41;834;0;2;0
2;23228.0;1;0;91;53;3;49;7;4;5;4;3;0;4;8;37;121;1;3;1
3;61467.0;0;2;69;410;16;114;0;5;49;3;5;2;10;5;73;594;2;4;1
2;38361.0;1;0;74;39;0;56;20;8;14;3;3;1;3;7;52;137;1;3;1
2;81361.0;0;0;18;163;23;424;27;65;76;1;3;10;13;1;34;778;0;1;0
2;54450.0;1;1;0;454;0;171;8;19;32;12;9;2;8;8;65;684;2;4;1
3;73113.0;0;0;86;741;19;154;50;9;28;1;3;4;7;2;61;1001;0;2;0
3;45921.0;0;0;23;102;9;49;24;3;12;1;2;1;6;4;35;199;0;2;0
2;70951.0;0;0;66;239;10;554;254;87;54;1;3;4;9;1;36;1198;0;2;0
2;70300.0;1;0;89;1045;61;338;60;46;46;3;5;5;13;8;46;1596;1;2;1
3;74250.0;0;0;90;680;11;392;75;0;0;1;2;11;4;1;63;1158;0;2;0
3;77766.0;0;1;97;1004;59;265;115;59;27;2;11;10;11;6;54;1529;1;3;1
3;44155.0;1;1;24;22;1;9;0;0;14;1;1;1;2;4;64;46;2;4;1
2;25008.0;1;0;72;2;8;8;6;1;9;2;1;0;3;8;33;34;1;2;1
3;51650.0;0;1;81;152;3;22;2;5;7;1;4;1;4;5;45;191;1;3;1
2;26091.0;1;1;84;15;10;19;8;17;20;3;2;1;3;5;64;89;2;4;1
3;78128.0;0;1;89;934;24;230;16;24;36;2;8;4;6;3;47;1264;1;3;1
3;70379.0;0;1;84;553;25;142;65;67;8;3;6;3;13;4;45;860;1;2;1
2;26816.0;0;0;50;5;1;6;3;4;3;1;0;0;3;4;35;22;0;1;0
3;45576.0;0;0;9;56;19;29;2;14;25;1;3;1;3;8;76;145;0;1;0
3;64014.0;2;1;56;406;0;30;0;0;8;7;8;2;5;7;75;444;3;5;1
3;36927.0;1;1;46;51;0;16;0;0;4;2;3;0;3;8;66;71;2;3;1
1;22634.0;0;0;47;2;23;11;8;6;46;1;2;1;2;8;55;96;0;2;0
1;47682.0;0;1;80;162;61;83;97;57;61;4;4;3;8;5;46;521;1;2;1
2;73926.0;0;0;54;627;91;597;159;91;15;1;6;5;12;3;48;1580;0;2;0
3;50150.0;0;0;32;135;46;92;65;61;11;2;5;2;7;5;38;410;0;2;0
3;46098.0;1;1;86;57;0;27;0;0;36;4;3;2;2;8;46;120;2;3;1
3;82384.0;0;0;55;984;51;432;180;120;190;1;3;10;13;1;66;1957;0;2;0
2;39453.0;1;0;64;46;0;7;0;0;2;2;2;0;3;6;38;55;1;3;1
2;82497.0;0;0;32;777;129;573;216;21;203;1;2;7;9;4;41;1919;0;2;0
2;73170.0;0;0;1;184;174;256;50;30;32;1;5;4;6;2;46;726;0;1;0
2;38415.0;1;1;91;22;1;13;4;0;4;2;1;0;3;7;43;44;2;4;1
2;39747.0;1;0;43;80;15;93;20;13;52;3;5;1;4;8;33;273;1;2;1
1;15038.0;1;0;93;4;8;11;19;12;26;2;2;1;2;9;34;80;1;2;1
2;38285.0;2;1;96;2;0;5;2;0;1;1;0;0;3;2;62;10;3;5;1
3;65640.0;0;1;74;204;7;149;20;15;66;1;5;1;8;2;47;461;1;3;1
2;76653.0;0;0;91;736;63;946;219;189;126;1;4;7;11;2;52;2279;0;2;0
1;56337.0;1;1;25;349;16;144;28;5;182;5;8;5;4;8;40;724;2;4;1
2;17323.0;0;0;38;3;14;17;6;1;5;1;1;0;3;8;34;46;0;2;0
2;34935.0;0;0;71;34;4;66;3;10;20;1;2;1;4;7;29;137;0;2;0
