Education;Income;Kidhome;Teenhome;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Age;Spent;Children;Family_Size;Is_Parent
1;62466.0;0;1;13;129;129;259;168;121;83;5;6;3;12;4;51;889;1;3;1
2;71866.0;0;1;85;184;178;178;103;39;33;1;6;3;10;3;65;715;1;3;1
3;79761.0;0;1;32;415;5;124;15;35;11;1;5;2;11;3;63;605;1;2;1
3;48240.0;0;0;73;389;91;248;64;49;41;3;6;3;13;5;52;882;0;1;0
2;53700.0;0;1;94;263;5;233;69;41;83;4;5;5;8;5;69;694;1;2;1
1;28249.0;0;0;80;1;9;7;2;14;10;1;2;0;3;6;60;43;0;2;0
2;70596.0;0;0;68;347;44;534;17;0;26;1;3;5;12;2;36;968;0;1;0
3;64504.0;1;2;81;986;36;168;16;0;108;7;11;3;4;7;68;1314;3;5;1
2;75236.0;0;1;27;438;66;400;12;38;114;1;8;3;13;4;57;1068;1;3;1
2;77457.0;0;0;85;675;11;400;15;45;11;1;2;5;10;1;74;1157;0;1;0
1;65706.0;0;0;77;918;10;129;13;0;129;1;11;3;12;7;51;1199;0;1;0
2;58554.0;1;1;55;368;24;68;38;0;88;6;8;2;6;7;53;586;2;4;1
2;52413.0;1;0;67;185;8;133;56;56;12;2;7;1;7;7;37;450;1;2;1
2;93404.0;1;2;97;1279;15;287;20;0;15;3;3;4;7;5;67;1616;3;5;1
2;49980.0;0;1;79;104;1;54;13;9;14;2;3;1;5;5;58;195;1;2;1
2;19740.0;0;1;65;7;11;3;10;4;20;2;1;1;3;5;61;55;1;3;1
2;62450.0;0;1;61;515;47;267;62;66;38;2;5;5;4;3;62;995;1;2;1
2;72643.0;0;0;60;526;80;553;123;94;53;1;3;10;7;2;72;1429;0;1;0
1;53083.0;1;1;65;215;7;33;3;0;13;6;5;1;5;7;63;271;2;4;1
3;70379.0;0;1;84;553;25;142;65;67;8;3;6;3;13;4;45;860;1;2;1
2;49431.0;0;1;9;219;3;100;26;0;17;2;7;1;5;8;66;365;1;2;1
1;14796.0;1;0;1;13;3;8;7;4;16;2;1;0;3;9;37;51;1;3;1
1;41039.0;0;0;32;34;11;137;179;61;45;1;8;1;5;8;39;467;0;2;0
2;80982.0;1;1;48;505;137;401;104;22;22;3;11;5;11;5;62;1191;2;3;1
2;53977.0;0;1;21;620;16;165;0;24;82;5;5;5;12;5;63;907;1;3;1
3;44377.0;1;1;70;224;0;30;0;0;10;8;5;1;5;8;53;264;2;4;1
3;27100.0;1;0;64;12;0;13;2;0;10;1;1;0;3;7;38;37;1;3;1
2;27421.0;0;0;14;43;12;96;78;40;55;3;4;1;6;7;67;324;0;1;0
2;37040.0;0;0;41;86;2;73;69;38;48;1;4;2;5;8;39;316;0;2;0
2;30015.0;1;0;28;25;0;22;2;3;5;2;1;0;4;5;51;57;1;2;1
2;39996.0;1;1;85;11;0;3;0;0;1;1;1;0;2;6;47;15;2;3;1
2;39922.0;1;0;30;29;12;59;19;1;36;2;3;0;4;8;38;156;1;3;1
2;47889.0;1;0;94;29;0;29;0;5;4;1;2;0;3;5;47;67;1;3;1
2;38680.0;1;0;97;11;0;36;15;5;12;1;2;0;3;7;37;79;1;3;1
2;68655.0;0;0;95;456;19;832;75;118;38;1;4;5;11;3;33;1538;0;1;0
1;41769.0;0;1;31;302;29;131;32;0;27;6;8;1;7;8;66;521;1;2;1
3;8820.0;1;1;52;12;0;13;4;2;4;4;3;0;3;8;69;35;2;3;1
3;43776.0;1;1;9;177;2;71;3;2;20;6;5;2;4;8;69;275;2;4;1
2;37774.0;2;0;28;173;8;107;7;2;176;4;7;2;3;9;44;473;2;3;1
2;28071.0;0;0;65;39;33;130;41;26;44;2;5;1;5;8;41;313;0;1;0
3;57705.0;0;1;14;383;0;53;6;4;40;3;8;1;6;6;55;486;1;3;1
1;71488.0;0;0;87;162;33;124;40;28;172;2;3;4;7;1;56;559;0;2;0
1;26487.0;1;0;23;2;8;10;12;14;23;3;2;1;3;5;43;69;1;2;1
2;30507.0;0;0;29;65;36;74;38;20;110;1;5;1;4;7;61;343;0;2;0
3;16927.0;1;1;50;20;2;23;3;1;4;5;3;0;4;8;45;53;2;4;1
2;77044.0;0;1;12;625;38;242;50;34;76;2;7;11;11;4;49;1065;1;3;1
2;61209.0;0;0;73;466;0;224;119;49;99;1;5;3;4;2;51;957;0;1;0
3;59892.0;0;1;26;73;0;13;0;1;0;1;2;1;3;3;51;87;1;3;1
2;62551.0;0;0;27;125;16;98;134;21;27;1;6;7;4;3;68;421;0;1;0
3;57906.0;0;1;29;243;11;119;10;3;15;3;4;2;8;4;48;401;1;3;1
2;87771.0;0;1;61;1492;38;287;50;57;33;1;5;10;4;6;62;1957;1;3;1
3;56129.0;0;1;65;320;48;133;39;72;48;4;6;2;10;4;68;660;1;3;1
3;46910.0;1;1;36;48;0;14;0;0;6;2;2;0;3;6;57;68;2;4;1
2;58597.0;1;1;20;490;0;184;10;28;21;12;7;4;9;7;45;733;2;4;1
3;62859.0;0;1;37;1063;89;102;16;12;25;4;9;4;6;6;62;1307;1;2;1
3;46014.0;1;1;21;410;0;59;19;9;44;10;7;1;8;7;47;541;2;4;1
2;53187.0;1;0;66;211;2;30;7;7;10;2;4;1;6;5;51;267;1;3;1
2;22419.0;0;0;74;30;3;47;19;21;42;1;3;2;2;8;58;162;0;2;0
2;60152.0;0;1;6;325;83;300;86;58;91;1;6;4;12;3;42;943;1;2;1
1;25965.0;0;0;29;2;2;11;41;7;11;1;2;0;3;8;41;74;0;2;0
3;70777.0;0;1;80;554;35;113;0;7;78;3;5;3;12;3;53;787;1;3;1
3;57530.0;0;1;68;50;1;27;6;7;1;1;1;1;4;1;70;92;1;2;1
2;47958.0;0;1;8;268;11;88;15;3;22;2;6;3;5;5;69;407;1;2;1
3;41437.0;1;1;5;29;0;2;0;0;1;1;1;0;3;7;64;32;2;3;1
3;34554.0;0;1;43;41;1;6;2;0;5;2;2;0;3;6;62;55;1;2;1
2;27943.0;1;1;89;12;1;16;4;1;3;3;2;0;3;8;54;37;2;4;1
2;42523.0;0;0;96;14;36;11;3;26;35;1;1;1;4;2;57;125;0;2;0
2;65685.0;0;1;54;642;14;49;0;7;57;1;9;2;9;5;49;769;1;3;1
3;36143.0;1;0;33;12;0;1;0;0;6;1;0;1;2;3;40;19;1;2;1
1;52195.0;2;1;2;12;0;4;0;0;1;1;1;0;2;8;43;17;3;4;1
3;40233.0;0;1;84;80;4;46;0;17;2;5;2;1;5;6;46;149;1;3;1
3;78075.0;0;0;72;572;8;259;34;35;80;1;3;5;5;1;49;988;0;2;0
2;44989.0;0;1;26;98;0;106;49;10;106;5;5;1;5;6;47;369;1;3;1
2;28320.0;0;1;68;19;1;14;3;2;4;1;1;0;3;8;71;43;1;3;1
3;85738.0;0;0;41;913;26;376;17;26;13;1;3;6;11;1;43;1371;0;2;0
2;64849.0;0;0;42;652;48;350;94;84;108;1;9;3;6;5;64;1336;0;1;0
2;33955.0;1;0;92;100;2;128;23;7;10;4;5;1;5;8;46;270;1;2;1
2;67716.0;0;1;8;530;142;217;62;9;56;4;7;4;13;5;61;1016;1;3;1
2;45688.0;0;1;20;279;0;18;0;0;9;2;3;1;8;4;53;306;1;3;1
2;72025.0;0;0;46;967;0;617;43;50;0;1;4;8;13;2;72;1677;0;2;0
2;62503.0;0;1;40;478;0;193;110;75;117;4;8;3;11;5;65;973;1;3;1
2;80134.0;1;0;40;1218;16;272;104;0;80;2;5;3;6;6;49;1690;1;3;1
2;24639.0;1;1;3;20;3;16;0;4;1;3;2;0;4;6;48;44;2;4;1
3;70179.0;0;1;10;532;88;168;69;44;133;3;7;3;13;5;45;1034;1;2;1
2;57867.0;1;0;48;344;35;178;15;23;17;7;7;2;9;6;43;612;1;3;1
2;43482.0;2;1;83;18;1;32;6;3;28;3;2;0;4;6;55;88;3;5;1
1;67506.0;0;1;73;90;38;67;33;36;67;1;4;1;6;3;41;331;1;2;1
3;34578.0;2;1;1;7;0;1;0;0;0;1;1;0;2;6;49;8;3;5;1
3;74165.0;0;0;9;1001;12;240;16;12;12;1;5;4;10;2;46;1293;0;1;0
2;26576.0;1;0;40;10;0;8;0;0;9;1;1;0;2;9;35;27;1;2;1
2;71232.0;0;1;91;653;17;170;34;26;17;2;11;2;10;7;62;917;1;3;1
2;71965.0;0;1;21;572;19;286;50;38;248;3;6;3;5;3;70;1213;1;3;1
3;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;65;46;1;3;1
1;22634.0;0;0;47;2;23;11;8;6;46;1;2;1;2;8;55;96;0;2;0
2;29938.0;1;0;52;3;3;7;0;2;11;2;1;0;3;6;36;26;1;2;1
2;61456.0;0;1;47;563;76;384;84;192;89;4;6;10;13;4;46;1388;1;3;1
2;51369.0;0;1;84;297;7;79;0;11;182;2;8;2;4;8;45;576;1;3;1
3;51390.0;1;1;54;205;20;47;23;2;56;6;5;2;5;5;56;353;2;3;1
1;22212.0;1;0;49;5;9;20;6;8;21;2;2;0;4;6;46;69;1;3;1
3;69098.0;0;0;82;1315;22;780;145;0;178;1;7;8;9;5;72;2440;0;2;0
2;25271.0;1;0;45;10;1;18;10;4;7;1;1;1;2;9;38;50;1;3;1
2;29819.0;1;0;77;9;1;24;2;1;2;3;3;0;3;6;50;39;1;2;1
1;20194.0;1;0;64;0;4;7;11;10;15;2;2;0;3;6;42;47;1;2;1
3;54237.0;0;1;48;267;3;30;4;0;57;4;5;2;5;6;64;361;1;2;1
3;64108.0;0;1;8;948;10;86;13;21;21;4;6;9;11;5;68;1099;1;2;1
2;58684.0;0;0;71;479;35;179;28;7;85;1;5;3;12;2;40;813;0;1;0
2;44010.0;1;0;46;186;36;234;86;72;48;6;10;2;6;9;41;662;1;3;1
2;22070.0;1;0;11;10;7;19;8;2;21;2;2;2;2;6;51;67;1;3;1
1;25959.0;1;1;1;4;2;12;7;5;26;2;1;2;2;6;51;56;2;3;1
2;44794.0;0;1;99;54;0;7;0;0;4;1;2;0;3;6;55;65;1;3;1
2;42691.0;0;0;48;179;2;64;38;17;58;1;5;1;6;5;30;358;0;2;0
2;42373.0;1;1;83;67;5;61;3;8;19;5;2;1;5;5;47;163;2;3;1
2;58398.0;0;0;44;299;5;201;21;21;49;3;5;4;8;4;68;596;0;2;0
2;60544.0;1;1;92;201;2;43;3;5;35;4;5;1;5;6;60;289;2;4;1
2;68274.0;1;1;83;135;25;51;23;25;46;2;4;2;5;3;42;305;2;3;1
1;37284.0;1;1;46;11;1;2;2;1;6;1;0;0;3;6;46;23;2;4;1
2;34350.0;1;0;81;16;3;15;2;1;11;1;1;0;3;7;42;48;1;3;1
3;28764.0;1;1;16;8;0;3;0;0;1;1;1;0;2;8;55;12;2;4;1
1;24594.0;1;0;94;1;3;6;10;0;9;1;1;0;3;5;42;29;1;3;1
1;65370.0;0;0;1;71;22;112;138;89;29;1;2;3;13;1;37;461;0;2;0
2;65196.0;0;2;34;743;19;181;12;0;200;2;7;6;11;5;63;1155;2;4;1
2;23763.0;1;0;64;22;0;6;6;2;6;1;1;0;3;7;44;42;1;2;1
3;58482.0;0;1;59;576;7;115;19;7;7;2;7;4;9;6;66;731;1;3;1
3;33562.0;1;2;33;21;12;12;0;3;3;3;2;0;4;4;58;51;3;5;1
3;66313.0;0;1;86;625;7;99;10;22;7;2;6;3;12;4;58;770;1;3;1
2;20180.0;0;0;27;18;42;24;15;20;18;1;2;1;4;7;45;137;0;1;0
2;34600.0;1;1;8;199;33;60;8;3;15;5;5;2;5;8;50;318;2;4;1
2;38872.0;1;0;93;23;3;21;3;19;22;2;3;0;3;8;33;91;1;3;1
3;54348.0;1;1;51;70;0;16;0;0;4;2;2;0;4;6;68;90;2;4;1
3;44511.0;1;0;39;513;7;133;46;14;14;6;8;4;8;8;51;727;1;3;1
1;81698.0;0;0;1;709;45;115;30;160;45;1;8;2;5;5;38;1104;0;1;0
3;83891.0;0;1;24;217;38;350;111;85;15;1;4;7;10;1;47;816;1;3;1
2;67384.0;0;1;32;957;40;175;158;53;107;2;7;8;5;5;51;1490;1;2;1
2;29672.0;1;1;6;9;1;3;0;4;8;1;0;0;3;6;56;25;2;4;1
1;60182.0;0;1;23;8;0;5;7;0;2;1;1;0;2;4;128;22;1;2;1
3;50150.0;0;0;32;135;46;92;65;61;11;2;5;2;7;5;38;410;0;2;0
2;19444.0;1;0;8;16;0;23;3;2;10;3;4;1;2;7;39;54;1;3;1
2;5305.0;0;1;12;12;4;7;1;3;5;0;1;0;0;13;45;32;1;3;1
3;61872.0;0;1;81;330;5;159;36;27;16;4;4;4;9;4;51;573;1;3;1
2;34377.0;0;1;55;62;0;22;3;1;26;2;2;2;2;7;58;114;1;2;1
2;81205.0;0;0;43;724;74;929;97;55;130;1;5;6;7;2;51;2009;0;2;0
1;42607.0;0;1;30;156;29;56;30;32;47;2;3;2;7;3;67;350;1;2;1
1;46779.0;1;1;55;12;1;3;0;0;7;1;0;1;2;4;61;23;2;3;1
3;36947.0;1;1;49;88;3;21;4;1;29;4;3;0;4;9;54;146;2;4;1
2;28164.0;1;0;23;3;18;26;11;8;12;3;2;0;4;7;51;78;1;3;1
2;66886.0;0;1;28;315;4;62;41;31;146;2;7;1;7;5;63;599;1;3;1
2;41154.0;0;1;98;44;2;11;2;3;7;1;1;0;4;5;43;69;1;3;1
2;70951.0;0;0;66;239;10;554;254;87;54;1;3;4;9;1;36;1198;0;2;0
2;21645.0;1;0;75;14;0;23;4;5;19;3;3;0;3;9;42;65;1;3;1
3;71322.0;0;1;57;753;43;226;69;10;204;2;8;5;13;4;56;1305;1;3;1
1;58821.0;0;1;44;513;14;154;19;0;28;1;9;2;9;6;65;728;1;3;1
3;33316.0;1;1;34;79;1;31;4;4;12;3;2;1;4;6;50;131;2;3;1
2;51983.0;0;1;95;631;0;115;10;7;30;3;9;2;10;7;57;793;1;2;1
2;69930.0;0;0;21;252;98;827;219;70;196;1;4;5;12;3;50;1662;0;2;0
3;46610.0;0;2;8;96;12;96;33;22;43;6;4;1;6;6;69;302;2;3;1
2;77583.0;0;0;93;372;23;384;250;12;108;1;4;5;9;2;43;1149;0;2;0
2;82497.0;0;0;32;777;129;573;216;21;203;1;2;7;9;4;41;1919;0;2;0
1;57247.0;0;1;50;99;4;32;37;54;6;2;2;1;7;2;69;232;1;3;1
3;49667.0;0;0;35;1181;26;120;17;13;39;2;5;10;5;8;66;1396;0;1;0
3;35876.0;0;0;13;66;2;40;4;3;14;1;3;1;3;6;38;129;0;2;0
2;84219.0;0;0;27;434;137;400;45;137;45;1;3;4;10;1;33;1198;0;2;0
3;29543.0;2;0;47;17;3;18;3;4;18;2;3;1;2;7;53;63;2;4;1
2;39062.0;1;0;28;23;0;9;0;0;12;1;1;0;3;4;38;44;1;2;1
2;62807.0;0;1;83;526;28;135;10;21;99;3;5;3;12;5;61;819;1;3;1
2;71847.0;0;0;95;737;21;106;55;63;210;0;6;7;9;3;43;1192;0;1;0
2;18929.0;0;0;15;32;0;8;23;4;18;1;1;0;4;6;31;85;0;2;0
2;54198.0;1;1;13;185;0;28;3;2;17;6;3;1;6;4;55;235;2;4;1
3;42315.0;0;1;90;67;15;80;17;11;80;3;1;4;4;3;63;270;1;3;1
2;59041.0;1;1;25;69;2;15;2;2;6;2;2;0;4;5;48;96;2;4;1
2;38590.0;1;0;65;3;1;8;4;3;3;1;1;0;2;8;50;22;1;3;1
3;7144.0;0;2;92;81;4;33;5;2;291;0;23;1;1;0;55;416;2;3;1
3;78128.0;0;1;89;934;24;230;16;24;36;2;8;4;6;3;47;1264;1;3;1
2;35893.0;1;1;80;158;0;23;0;0;18;6;3;1;5;8;53;199;2;3;1
1;46831.0;1;1;84;22;2;10;6;4;34;2;1;2;2;4;52;78;2;4;1
1;72635.0;0;0;54;390;22;323;104;35;107;1;6;8;6;3;66;981;0;2;0
2;33590.0;2;1;65;4;0;2;0;0;2;1;1;0;2;7;47;8;3;5;1
2;88325.0;0;0;42;519;71;860;93;27;53;1;6;2;9;2;40;1623;0;2;0
2;67445.0;0;1;63;757;80;217;29;80;11;5;9;6;12;6;47;1174;1;3;1
2;54803.0;0;1;65;404;0;92;28;27;142;2;6;2;9;4;52;693;1;2;1
3;87188.0;0;0;73;910;111;724;49;74;55;1;10;2;6;3;38;1923;0;1;0
3;56551.0;1;1;48;67;4;32;17;2;16;3;2;1;4;4;71;138;2;3;1
2;72228.0;0;0;87;631;28;491;30;14;56;1;6;7;8;3;69;1250;0;1;0
2;70617.0;0;0;45;353;61;753;40;46;27;1;3;3;7;2;51;1280;0;2;0
3;82032.0;0;0;54;332;194;377;149;125;57;0;4;6;7;1;73;1234;0;1;0
3;37401.0;1;0;14;19;3;19;3;1;3;2;2;0;3;7;48;48;1;3;1
3;51012.0;0;0;86;102;9;63;2;9;24;1;4;1;4;6;75;209;0;2;0
2;37244.0;1;1;90;18;2;10;0;0;25;1;1;1;2;7;66;55;2;3;1
2;76773.0;0;0;79;516;56;449;86;33;16;1;2;2;11;1;67;1156;0;1;0
2;42192.0;0;0;40;40;15;15;17;6;7;1;2;1;3;4;73;100;0;2;0
2;22010.0;1;0;51;11;2;9;3;0;8;2;2;0;3;8;38;33;1;3;1
3;61284.0;0;0;76;618;15;106;20;7;45;1;11;2;8;6;66;811;0;1;0
1;23724.0;1;0;65;5;23;15;0;18;14;2;2;0;3;8;42;75;1;3;1
1;81044.0;0;0;0;450;26;535;73;98;26;1;5;6;10;1;74;1208;0;2;0
2;45160.0;1;1;9;8;2;5;3;0;3;1;1;0;2;7;63;21;2;3;1
3;30899.0;1;0;35;24;0;8;0;0;1;2;1;0;3;6;47;33;1;2;1
2;26228.0;1;0;50;2;6;4;3;1;9;1;1;0;2;8;48;25;1;3;1
3;65488.0;0;0;46;603;45;207;36;18;54;1;3;4;6;1;63;963;0;2;0
2;78569.0;0;0;14;558;79;622;207;175;95;1;4;6;4;1;75;1736;0;2;0
2;88347.0;0;0;32;1050;178;555;77;138;118;1;4;7;9;1;60;2116;0;2;0
2;42664.0;0;1;44;21;0;3;0;0;0;1;1;0;3;6;54;24;1;3;1
2;71128.0;1;0;80;958;159;447;20;0;31;3;2;10;12;7;48;1615;1;2;1
2;72117.0;0;1;34;707;20;171;65;60;50;1;9;7;9;5;44;1073;1;3;1
3;78825.0;0;0;35;483;74;114;169;37;18;1;5;10;13;3;57;895;0;1;0
3;46374.0;0;1;1;408;0;21;0;0;17;3;7;1;7;8;47;446;1;3;1
2;73170.0;0;0;1;184;174;256;50;30;32;1;5;4;6;2;46;726;0;1;0
3;43974.0;1;0;19;378;0;101;0;0;72;5;6;4;6;7;41;551;1;3;1
2;12571.0;1;0;86;3;5;14;2;12;17;4;3;1;3;6;45;53;1;2;1
3;36634.0;0;1;0;213;9;76;4;3;30;3;5;2;5;7;67;335;1;3;1
3;51650.0;0;1;81;152;3;22;2;5;7;1;4;1;4;5;45;191;1;3;1
3;57642.0;0;1;24;580;6;58;8;0;27;3;7;6;6;4;51;679;1;2;1
3;45503.0;1;0;54;97;4;44;6;1;18;1;3;1;4;5;46;170;1;3;1
2;16531.0;1;0;43;2;13;6;7;5;11;3;3;0;3;7;43;44;1;3;1
2;72099.0;0;0;18;546;91;410;119;0;22;1;3;4;10;1;47;1188;0;2;0
3;61917.0;1;1;83;46;4;36;2;2;1;1;2;0;4;5;47;91;2;4;1
2;41411.0;0;0;11;37;32;38;11;3;18;1;2;1;4;6;35;139;0;1;0
3;43018.0;0;1;46;35;4;17;7;6;64;1;2;2;2;5;47;133;1;3;1
3;40637.0;1;1;72;22;0;13;0;0;3;2;1;0;3;7;56;38;2;3;1
2;42231.0;1;1;99;24;0;8;0;1;4;1;1;0;3;5;52;37;2;4;1
3;53204.0;1;1;40;29;0;8;2;0;6;1;1;0;3;4;45;45;2;4;1
2;48726.0;0;1;90;138;3;38;4;0;59;3;3;2;4;6;66;242;1;3;1
3;27159.0;1;1;33;17;0;3;0;0;1;2;1;0;3;6;48;21;2;4;1
3;75777.0;0;0;12;712;26;538;69;13;80;1;3;6;11;1;39;1438;0;1;0
3;62058.0;0;1;52;301;7;74;10;0;58;4;6;1;7;6;65;450;1;3;1
2;34587.0;1;1;68;7;2;9;2;0;2;2;1;0;3;4;68;22;2;4;1
2;22574.0;2;1;28;25;0;8;2;0;2;2;2;0;3;7;54;37;3;5;1
3;71969.0;0;1;59;1000;0;76;0;0;10;3;3;4;9;8;50;1086;1;3;1
2;46931.0;2;1;94;41;0;17;3;1;16;2;1;1;3;3;44;78;3;5;1
3;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;65;46;1;3;1
2;21918.0;1;0;37;1;6;7;11;5;3;2;2;0;3;6;52;33;1;3;1
3;55012.0;0;1;85;582;0;65;0;0;13;6;8;2;9;5;48;660;1;3;1
3;49389.0;1;1;55;40;0;19;2;1;3;1;2;0;3;7;70;65;2;3;1
2;61482.0;0;0;39;48;58;68;16;66;43;1;3;2;6;2;56;299;0;2;0
2;73448.0;0;0;10;236;106;189;23;41;130;1;7;2;9;4;52;725;0;2;0
2;66303.0;0;1;56;1090;12;96;16;12;60;4;3;4;11;8;50;1286;1;3;1
2;64813.0;1;0;81;293;0;124;179;97;52;1;7;2;10;5;43;745;1;3;1
1;23529.0;0;1;67;9;7;13;3;2;20;1;1;1;2;6;56;54;1;2;1
2;77142.0;0;0;54;476;75;162;29;151;97;1;4;4;8;2;73;990;0;2;0
2;40689.0;0;1;69;270;3;27;39;6;99;7;7;1;5;8;70;444;1;3;1
2;61250.0;0;1;49;382;138;65;60;26;59;6;5;2;12;5;62;730;1;2;1
2;80134.0;1;0;40;1218;16;272;104;0;80;2;5;3;6;6;49;1690;1;3;1
3;56551.0;1;1;48;67;4;32;17;2;16;3;2;1;4;4;71;138;2;3;1
2;62807.0;0;1;83;526;28;135;10;21;99;3;5;3;12;5;61;819;1;3;1
1;46094.0;1;1;62;12;2;20;3;2;5;1;1;0;3;7;48;44;2;4;1
2;48904.0;0;1;1;283;10;38;0;13;27;4;7;2;4;8;61;371;1;2;1
3;49187.0;0;1;63;81;1;31;2;1;0;1;1;1;5;2;45;116;1;3;1
2;79946.0;0;0;19;395;183;565;166;141;28;1;5;11;5;3;55;1478;0;1;0
1;72635.0;0;0;54;390;22;323;104;35;107;1;6;8;6;3;66;981;0;2;0
2;50183.0;1;1;47;97;12;84;13;10;15;7;3;1;6;5;41;231;2;4;1
3;48150.0;0;1;24;173;2;39;3;2;47;3;5;1;4;7;72;266;1;3;1
2;86111.0;0;0;73;399;28;756;36;40;126;1;5;7;10;2;59;1385;0;2;0
3;30396.0;1;0;22;15;0;6;0;1;12;2;1;1;2;7;52;34;1;3;1
2;37760.0;0;0;20;84;5;38;150;12;28;2;4;1;6;7;75;317;0;2;0
1;58582.0;0;1;15;402;35;106;101;77;42;2;9;2;9;5;39;763;1;3;1
3;16269.0;1;0;75;19;3;18;3;1;0;3;3;0;3;8;37;44;1;2;1
2;77353.0;0;1;38;275;59;107;69;101;59;2;6;4;8;4;41;670;1;3;1
1;34984.0;1;1;40;8;4;15;3;5;3;2;1;0;3;7;46;38;2;4;1
3;58646.0;0;1;3;62;1;44;6;5;22;1;2;1;4;4;59;140;1;3;1
2;22574.0;2;1;28;25;0;8;2;0;2;2;2;0;3;7;54;37;3;5;1
3;22701.0;1;0;2;2;4;9;0;4;5;1;1;0;3;5;44;24;1;3;1
3;78939.0;0;0;57;794;115;243;150;0;205;1;8;5;6;3;70;1507;0;2;0
3;39763.0;1;0;9;80;1;60;4;6;16;2;5;1;2;9;50;167;1;2;1
3;46463.0;1;1;56;163;2;40;8;11;11;7;3;1;6;6;50;235;2;4;1
2;2447.0;1;0;42;1;1;1725;1;1;1;15;0;28;0;1;42;1730;1;3;1
2;28510.0;1;1;72;44;5;19;0;4;19;3;2;0;4;5;40;91;2;3;1
