Education;Income;Kidhome;Teenhome;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Age;Spent;Children;Family_Size;Is_Parent
3;14849.0;1;0;39;21;2;28;3;2;9;3;2;0;4;8;45;65;1;2;1
3;59354.0;1;1;53;233;2;53;3;5;14;3;6;1;5;6;69;310;2;3;1
3;62058.0;0;1;52;301;7;74;10;0;58;4;6;1;7;6;65;450;1;3;1
3;60631.0;1;1;88;565;6;65;0;6;19;5;9;2;8;7;46;661;2;4;1
2;34600.0;1;1;8;199;33;60;8;3;15;5;5;2;5;8;50;318;2;4;1
2;87679.0;0;0;62;1259;172;815;97;148;33;1;7;11;10;4;33;2524;0;2;0
2;28718.0;1;0;78;12;4;6;11;8;16;2;2;0;3;8;39;57;1;3;1
2;67432.0;0;1;69;432;79;341;177;136;170;2;8;5;4;4;48;1335;1;3;1
3;45068.0;0;1;25;14;0;3;0;0;3;1;1;0;2;7;47;20;1;3;1
1;24367.0;1;0;58;2;4;2;0;11;5;1;1;0;2;9;39;24;1;2;1
2;83715.0;0;0;2;318;8;407;150;35;8;1;2;8;13;0;59;926;0;2;0
2;77382.0;0;1;36;491;48;231;112;105;134;2;5;7;12;1;53;1121;1;3;1
2;71613.0;0;0;26;426;49;127;111;21;42;1;8;2;10;4;56;776;0;2;0
1;36975.0;1;0;50;10;6;11;0;4;2;1;1;0;3;7;43;33;1;2;1
3;44319.0;1;1;18;26;0;8;0;0;3;2;2;0;3;5;46;37;2;4;1
3;60504.0;0;1;73;458;0;24;6;4;34;2;6;2;8;6;50;526;1;2;1
2;34377.0;0;1;55;62;0;22;3;1;26;2;2;2;2;7;58;114;1;2;1
3;32557.0;1;0;13;34;3;29;0;4;10;3;2;1;3;5;54;80;1;2;1
3;82576.0;0;0;66;1206;55;445;168;18;18;1;2;4;12;1;62;1910;0;2;0
1;81698.0;0;0;1;709;45;115;30;160;45;1;8;2;5;5;38;1104;0;1;0
3;37787.0;1;0;50;40;1;40;4;3;18;1;3;0;3;8;49;106;1;3;1
1;17256.0;1;0;10;6;4;14;8;8;22;2;2;1;2;8;29;62;1;3;1
2;33471.0;1;0;47;43;2;27;0;9;12;3;3;0;4;7;48;93;1;3;1
3;62845.0;1;1;3;1099;0;45;0;0;34;11;3;4;10;8;72;1178;2;4;1
1;63564.0;0;0;0;769;80;252;15;34;65;1;10;10;7;6;67;1215;0;2;0
3;65220.0;0;0;3;890;63;292;0;25;12;4;8;4;7;6;56;1282;0;2;0
3;46098.0;1;1;86;57;0;27;0;0;36;4;3;2;2;8;46;120;2;3;1
1;27190.0;1;0;13;1;6;7;0;1;3;1;1;0;2;8;48;18;1;3;1
2;23478.0;0;0;51;28;6;27;12;17;39;1;3;0;3;8;56;129;0;1;0
2;48006.0;1;1;55;23;0;11;3;2;2;1;1;0;3;6;56;41;2;4;1
3;84117.0;0;0;60;611;76;749;59;45;26;1;7;10;6;2;65;1566;0;2;0
3;55250.0;0;1;49;664;58;83;32;0;66;4;7;5;10;5;56;903;1;2;1
3;37717.0;1;0;31;9;0;6;4;1;5;1;1;0;2;9;43;25;1;3;1
2;101970.0;0;0;69;722;27;102;44;72;168;0;6;8;13;2;38;1135;0;1;0
3;59292.0;0;1;71;378;14;68;19;14;14;2;3;5;8;3;71;507;1;3;1
2;60905.0;0;1;27;208;17;76;36;17;38;2;3;3;7;2;71;392;1;3;1
2;76982.0;0;0;19;464;151;292;65;60;30;1;8;3;4;4;54;1062;0;1;0
2;64474.0;0;1;59;381;35;172;56;86;93;2;8;2;10;5;49;823;1;3;1
3;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;65;46;1;3;1
2;69109.0;0;0;10;823;25;459;124;29;95;1;6;6;7;4;39;1555;0;2;0
3;84460.0;0;0;80;152;27;103;106;54;81;0;9;9;4;5;63;523;0;2;0
2;35704.0;1;1;54;30;9;12;2;11;30;3;2;0;4;4;69;94;2;4;1
3;54603.0;1;1;85;145;13;46;17;2;4;6;4;2;4;7;65;227;2;4;1
1;53230.0;0;1;86;176;72;98;136;21;229;4;5;2;12;5;65;732;1;3;1
3;31385.0;1;0;56;3;2;12;0;1;9;1;1;0;2;8;37;27;1;2;1
3;83443.0;0;0;89;518;42;742;55;56;84;1;6;10;5;2;49;1497;0;2;0
2;81205.0;0;0;43;724;74;929;97;55;130;1;5;6;7;2;51;2009;0;2;0
3;31626.0;1;0;12;39;1;9;2;1;34;1;2;1;2;7;43;86;1;2;1
3;73059.0;0;1;36;410;112;420;0;82;71;1;9;3;13;4;74;1095;1;3;1
3;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;65;46;1;3;1
2;83844.0;0;0;57;901;31;345;75;31;191;1;4;4;11;1;69;1574;0;2;0
2;74918.0;0;0;78;972;59;913;25;19;59;1;5;9;6;3;52;2047;0;2;0
2;69901.0;0;1;95;312;21;206;102;92;149;3;7;3;10;5;52;882;1;2;1
2;18929.0;0;0;15;32;0;8;23;4;18;1;1;0;4;6;31;85;0;2;0
3;53374.0;0;1;34;896;10;101;13;10;34;6;4;2;9;9;52;1064;1;3;1
2;54058.0;0;1;56;198;18;252;32;108;54;2;4;6;8;3;45;662;1;3;1
2;44989.0;0;1;26;98;0;106;49;10;106;5;5;1;5;6;47;369;1;3;1
2;59041.0;1;1;25;69;2;15;2;2;6;2;2;0;4;5;48;96;2;4;1
3;27100.0;1;0;64;12;0;13;2;0;10;1;1;0;3;7;38;37;1;3;1
3;70038.0;0;0;54;587;54;348;71;54;130;1;4;4;8;2;39;1244;0;2;0
2;22775.0;1;0;40;5;1;8;0;0;1;1;1;0;2;8;43;15;1;3;1
2;11012.0;1;0;82;24;3;26;7;1;23;3;3;1;2;9;37;84;1;2;1
3;27889.0;1;0;42;14;0;4;0;0;8;1;1;1;2;6;44;26;1;3;1
3;69969.0;0;0;64;882;29;514;38;29;44;1;4;2;6;3;56;1536;0;2;0
3;46463.0;1;1;56;163;2;40;8;11;11;7;3;1;6;6;50;235;2;4;1
2;36864.0;0;1;53;204;5;39;17;0;89;3;5;2;4;8;64;354;1;2;1
2;61671.0;0;1;23;641;7;56;0;0;28;8;10;4;6;8;53;732;1;2;1
1;41713.0;1;1;57;77;8;44;10;10;25;5;3;1;4;6;57;174;2;3;1
2;34704.0;0;1;65;29;0;5;0;1;5;1;1;0;3;5;55;40;1;2;1
2;65316.0;1;1;65;112;6;92;3;9;38;2;3;2;5;4;59;260;2;4;1
3;70356.0;0;0;20;1349;16;249;43;16;33;2;10;6;9;6;76;1706;0;2;0
2;82224.0;0;0;83;307;26;360;138;31;40;1;6;9;5;3;57;902;0;2;0
1;15038.0;1;0;93;4;8;11;19;12;26;2;2;1;2;9;34;80;1;2;1
1;20130.0;0;0;99;0;6;3;7;6;12;1;1;0;3;8;47;34;0;2;0
2;64892.0;0;1;77;527;24;230;32;24;65;2;6;4;12;4;45;902;1;2;1
3;28520.0;1;1;55;11;0;10;0;2;20;1;1;1;2;6;61;43;2;4;1
2;75072.0;0;1;83;583;34;309;0;22;125;2;5;4;8;3;59;1073;1;3;1
2;20518.0;1;0;58;4;1;6;4;1;9;1;1;1;2;5;33;25;1;2;1
2;62335.0;0;1;87;243;131;217;85;6;26;2;3;3;13;2;69;708;1;2;1
2;58917.0;1;2;10;151;7;89;0;7;28;5;4;1;6;5;52;282;3;5;1
3;66375.0;0;1;96;712;0;45;0;0;191;3;2;4;5;7;73;948;1;3;1
3;81051.0;0;0;43;1142;29;249;38;29;14;1;5;5;12;2;56;1501;0;2;0
2;76998.0;0;1;85;1449;89;161;69;35;107;2;11;8;8;6;66;1910;1;3;1
3;43815.0;1;0;53;14;10;29;4;7;15;1;2;0;3;6;39;79;1;3;1
1;31395.0;1;1;80;23;1;25;0;8;7;4;2;1;3;6;65;64;2;3;1
3;46231.0;2;1;87;189;2;55;0;5;12;4;6;1;4;9;68;263;3;4;1
3;74250.0;0;0;90;680;11;392;75;0;0;1;2;11;4;1;63;1158;0;2;0
2;65031.0;0;1;29;258;107;291;84;37;86;4;10;3;13;7;62;863;1;3;1
2;51267.0;1;1;37;183;2;64;7;2;12;4;3;3;5;4;43;270;2;4;1
3;85696.0;0;0;88;714;76;395;116;0;12;1;4;6;9;1;59;1313;0;1;0
2;40689.0;0;1;69;270;3;27;39;6;99;7;7;1;5;8;70;444;1;3;1
2;41883.0;1;0;13;32;34;41;73;16;116;3;4;2;3;7;33;312;1;3;1
1;62905.0;0;1;68;166;75;96;119;107;59;3;7;2;8;4;57;622;1;3;1
3;60482.0;0;1;81;255;43;134;37;14;24;1;7;2;7;7;45;507;1;2;1
2;24221.0;0;0;94;8;9;9;2;5;22;1;1;1;3;4;62;55;0;2;0
1;59060.0;1;0;77;35;40;111;36;40;12;3;3;1;7;4;32;274;1;3;1
3;40737.0;2;1;24;11;0;4;0;0;2;1;1;0;2;8;64;17;3;4;1
2;54809.0;1;1;0;63;6;57;13;13;22;4;2;1;5;4;44;174;2;4;1
2;82332.0;0;0;89;830;59;968;51;79;19;1;5;3;12;2;60;2006;0;1;0
1;26850.0;1;1;10;31;1;13;7;2;9;4;2;1;4;4;50;63;2;4;1
2;40590.0;1;1;30;154;0;50;6;11;37;5;3;4;3;6;52;258;2;3;1
3;65814.0;0;1;90;561;14;113;10;14;35;3;8;2;10;5;55;747;1;3;1
1;14188.0;0;0;40;2;7;11;16;12;27;1;2;0;4;6;49;75;0;2;0
1;53083.0;1;1;65;215;7;33;3;0;13;6;5;1;5;7;63;271;2;4;1
3;18169.0;1;0;40;9;0;5;0;0;7;1;1;0;2;8;36;21;1;3;1
2;70044.0;0;1;46;1073;0;250;153;14;14;4;7;10;5;5;67;1504;1;2;1
3;52869.0;1;1;40;84;3;61;2;1;21;3;3;1;4;7;67;172;2;4;1
2;37774.0;2;0;28;173;8;107;7;2;176;4;7;2;3;9;44;473;2;3;1
3;40233.0;0;1;84;80;4;46;0;17;2;5;2;1;5;6;46;149;1;3;1
2;38360.0;1;0;26;36;2;42;20;21;10;2;2;1;4;3;32;131;1;3;1
2;64090.0;0;1;8;316;58;161;76;51;135;1;6;9;4;5;65;797;1;3;1
1;75484.0;0;1;50;378;97;259;197;194;34;2;7;3;6;4;45;1159;1;3;1
3;47352.0;0;1;70;172;12;112;8;0;15;4;6;1;5;7;70;319;1;3;1
2;44421.0;1;1;53;110;5;59;7;1;7;5;5;0;4;8;50;189;2;3;1
3;65488.0;0;0;46;603;45;207;36;18;54;1;3;4;6;1;63;963;0;2;0
2;63285.0;0;0;84;508;124;249;50;38;134;1;6;5;13;3;76;1103;0;1;0
3;35860.0;1;1;37;15;0;8;4;2;20;2;1;1;2;5;48;49;2;3;1
2;71706.0;0;1;16;931;56;253;91;98;14;4;9;5;7;5;62;1443;1;3;1
2;33456.0;1;1;58;7;3;10;8;1;7;2;1;0;3;7;56;36;2;4;1
2;77870.0;0;1;93;1017;50;500;65;50;133;3;5;5;5;8;54;1815;1;3;1
2;86429.0;0;0;10;464;28;873;29;18;37;0;7;4;7;2;60;1449;0;1;0
1;85710.0;0;0;5;600;20;350;29;30;33;1;6;9;10;2;32;1062;0;2;0
2;33249.0;1;0;11;6;10;21;19;14;42;2;2;1;3;6;46;112;1;2;1
2;93404.0;1;2;97;1279;15;287;20;0;15;3;3;4;7;5;67;1616;3;5;1
3;86424.0;0;0;12;387;68;569;89;45;68;1;6;9;12;1;65;1226;0;1;0
3;22554.0;1;1;38;27;0;10;0;0;4;4;2;0;4;5;66;41;2;4;1
3;59432.0;0;1;88;317;25;265;25;19;12;3;5;3;11;5;59;663;1;2;1
2;44359.0;1;1;19;20;0;14;7;3;1;3;2;0;4;3;43;45;2;4;1
2;58113.0;0;1;66;221;104;169;102;78;84;3;9;2;8;7;62;758;1;3;1
2;57338.0;0;1;96;143;6;52;11;8;17;2;4;1;5;5;46;237;1;2;1
1;17117.0;1;0;96;12;23;38;30;18;7;4;3;1;3;9;43;128;1;3;1
2;23910.0;1;0;80;16;12;18;7;1;13;1;2;0;3;7;52;67;1;2;1
2;96843.0;0;0;60;448;71;951;40;17;17;1;6;11;10;2;31;1544;0;1;0
1;25130.0;1;0;10;2;5;7;0;18;18;2;2;0;3;7;41;50;1;3;1
2;50272.0;1;0;75;99;13;66;43;8;4;3;4;1;5;7;39;233;1;3;1
2;58330.0;0;1;87;445;53;213;104;98;151;1;6;4;13;4;46;1064;1;2;1
1;87000.0;0;0;61;196;25;607;67;17;49;1;4;6;7;2;29;961;0;2;0
2;54162.0;1;1;31;5;6;10;6;5;10;1;1;0;3;4;43;42;2;3;1
1;80617.0;0;0;42;594;51;631;72;55;32;1;4;6;8;2;26;1435;0;1;0
2;44322.0;1;0;30;46;0;40;3;0;3;2;3;0;3;8;36;92;1;3;1
3;44377.0;1;1;70;224;0;30;0;0;10;8;5;1;5;8;53;264;2;4;1
3;60491.0;0;1;81;637;47;237;12;19;76;4;6;11;7;5;50;1028;1;3;1
3;53253.0;1;1;61;216;9;57;20;9;125;7;4;3;5;5;46;436;2;4;1
2;54252.0;1;1;25;178;4;26;8;4;44;5;4;1;5;6;65;264;2;3;1
3;46014.0;1;1;21;410;0;59;19;9;44;10;7;1;8;7;47;541;2;4;1
3;63841.0;0;1;64;635;15;100;20;7;131;1;9;3;9;6;53;908;1;2;1
3;73059.0;0;1;36;410;112;420;0;82;71;1;9;3;13;4;74;1095;1;3;1
1;38683.0;1;0;80;46;35;69;84;41;66;6;4;1;6;7;32;341;1;3;1
2;42213.0;0;1;96;309;3;24;4;3;20;2;5;1;7;7;64;363;1;3;1
3;77863.0;0;0;20;881;38;319;16;25;12;1;4;5;10;2;63;1291;0;2;0
3;75865.0;0;0;73;483;0;591;156;0;12;1;3;5;10;1;78;1242;0;2;0
2;34738.0;1;0;51;3;2;10;3;0;2;1;1;0;3;6;37;20;1;2;1
2;72903.0;0;0;74;1067;138;750;0;19;39;1;7;5;8;4;36;2013;0;1;0
2;62807.0;0;1;83;526;28;135;10;21;99;3;5;3;12;5;61;819;1;3;1
3;64866.0;0;1;9;508;5;21;7;5;10;4;7;3;7;5;71;556;1;2;1
2;56721.0;1;1;64;157;6;39;6;13;75;5;4;1;5;6;49;296;2;4;1
2;19514.0;1;1;47;14;3;21;2;1;28;4;3;1;2;8;53;69;2;4;1
1;47025.0;0;1;98;508;11;59;23;5;29;5;11;1;6;9;43;635;1;3;1
2;64590.0;0;0;98;920;138;168;36;46;30;1;9;4;10;6;53;1338;0;2;0
3;84618.0;0;0;96;684;100;801;21;66;0;1;6;9;10;2;56;1672;0;2;0
2;70596.0;0;0;68;347;44;534;17;0;26;1;3;5;12;2;36;968;0;1;0
1;22634.0;0;0;47;2;23;11;8;6;46;1;2;1;2;8;55;96;0;2;0
1;61618.0;0;0;27;605;91;399;0;45;205;2;3;6;8;3;30;1345;0;1;0
2;61278.0;0;1;87;111;3;28;2;6;15;2;3;1;4;6;68;165;1;3;1
3;60896.0;0;1;90;1013;30;399;60;46;153;3;9;10;4;6;57;1701;1;3;1
2;84906.0;0;0;98;997;15;414;99;30;76;1;5;6;12;2;49;1631;0;2;0
3;45921.0;0;0;23;102;9;49;24;3;12;1;2;1;6;4;35;199;0;2;0
1;14421.0;0;0;81;0;0;2;3;3;8;1;1;0;2;5;25;16;0;2;0
2;83829.0;0;0;78;897;161;430;186;161;27;0;4;7;6;1;46;1862;0;1;0
2;76630.0;0;0;93;255;31;446;40;56;175;1;3;10;11;1;38;1003;0;2;0
2;62061.0;0;1;12;641;7;84;0;30;38;3;10;4;7;6;45;800;1;3;1
2;36026.0;2;1;34;20;4;10;6;4;17;2;2;0;3;6;49;61;3;5;1
1;17003.0;1;0;37;2;5;12;4;8;7;3;2;0;4;5;46;38;1;3;1
1;67893.0;0;1;31;711;28;142;49;18;47;2;3;2;9;8;46;995;1;2;1
3;82072.0;0;0;67;889;55;685;168;92;129;1;3;2;13;1;51;2018;0;2;0
2;39660.0;1;0;36;139;13;78;20;13;36;3;7;1;3;9;39;299;1;2;1
2;46923.0;1;0;90;85;44;54;102;78;6;3;5;1;7;7;34;369;1;2;1
2;17323.0;0;0;38;3;14;17;6;1;5;1;1;0;3;8;34;46;0;2;0
3;56962.0;2;1;60;292;3;77;10;3;26;7;6;3;5;7;56;411;3;5;1
2;50002.0;0;1;21;443;5;71;21;16;82;2;8;2;7;7;67;638;1;2;1
2;65210.0;0;1;25;626;0;70;0;7;28;2;9;3;8;6;66;731;1;3;1
2;22585.0;0;0;23;3;9;15;13;2;39;1;1;1;2;9;51;81;0;1;0
3;30351.0;1;0;19;14;0;24;3;3;2;1;3;0;2;9;47;46;1;3;1
2;70566.0;0;1;4;381;28;215;84;28;21;2;6;5;9;3;53;757;1;2;1
1;15862.0;1;0;26;1;1;4;11;9;10;1;1;0;3;8;42;36;1;2;1
3;65526.0;0;1;22;397;19;69;12;0;9;1;4;4;8;2;57;506;1;3;1
3;71604.0;0;0;3;345;53;528;98;75;97;1;8;3;5;4;76;1196;0;2;0
3;54072.0;1;1;71;35;0;4;0;0;0;1;2;0;2;8;58;39;2;4;1
2;34026.0;1;1;11;18;6;15;12;8;17;3;2;1;3;5;71;76;2;4;1
3;44159.0;1;0;85;167;2;62;24;13;7;4;4;1;6;5;51;275;1;3;1
3;35791.0;2;1;94;27;0;5;0;0;3;2;1;0;3;8;56;35;3;4;1
3;55212.0;0;1;65;1103;0;45;0;0;34;3;4;2;11;8;52;1182;1;3;1
2;40689.0;0;1;69;270;3;27;39;6;99;7;7;1;5;8;70;444;1;3;1
2;45938.0;0;0;46;273;11;178;62;83;29;2;8;4;6;6;60;636;0;1;0
2;77568.0;0;1;30;1230;0;396;232;178;158;1;10;2;8;5;42;2194;1;3;1
2;65333.0;0;1;58;654;7;92;0;15;30;7;9;4;8;6;48;798;1;2;1
3;68682.0;0;0;56;919;0;505;99;30;45;1;4;9;10;2;30;1598;0;2;0
2;62807.0;0;1;83;526;28;135;10;21;99;3;5;3;12;5;61;819;1;3;1
2;2447.0;1;0;42;1;1;1725;1;1;1;15;0;28;0;1;42;1730;1;3;1
2;49166.0;0;1;17;224;2;25;7;0;110;2;5;3;3;6;47;368;1;2;1
3;57136.0;1;1;48;306;5;109;21;109;92;9;5;2;10;6;49;642;2;4;1
2;55357.0;2;0;66;374;64;116;84;25;64;3;6;2;11;5;36;727;2;4;1
3;34053.0;0;1;14;63;0;21;7;0;12;1;3;0;3;8;53;103;1;3;1
2;43586.0;0;1;26;99;2;11;4;0;16;3;3;0;4;8;41;132;1;3;1
2;21994.0;0;1;4;9;0;6;3;1;3;1;0;0;3;5;64;22;1;3;1
1;54690.0;1;1;76;111;16;37;7;9;18;3;3;1;5;3;50;198;2;4;1
2;60544.0;1;1;92;201;2;43;3;5;35;4;5;1;5;6;60;289;2;4;1
3;51411.0;1;2;81;14;0;3;0;0;1;1;0;0;3;5;68;18;3;4;1
2;22682.0;1;0;51;10;14;29;4;2;36;3;2;1;4;4;48;95;1;3;1
1;41039.0;0;0;32;34;11;137;179;61;45;1;8;1;5;8;39;467;0;2;0
3;50616.0;0;1;56;128;0;16;0;1;4;2;4;0;4;7;53;149;1;2;1
3;35544.0;1;0;77;30;5;23;4;1;4;1;2;0;3;7;43;67;1;2;1
2;32474.0;1;1;0;10;0;1;0;0;0;1;1;0;2;7;54;11;2;4;1
3;53312.0;0;0;32;241;0;12;0;0;25;1;5;1;5;7;70;278;0;2;0
2;18227.0;1;0;21;1;2;7;4;3;11;1;0;1;2;8;34;28;1;3;1
2;102692.0;0;0;5;168;148;444;32;172;148;1;6;9;13;2;47;1112;0;1;0
2;23957.0;1;0;47;2;1;18;20;11;16;1;2;0;3;6;46;68;1;3;1
2;40851.0;1;1;63;23;1;7;0;4;24;1;1;1;2;7;50;59;2;3;1
1;24882.0;1;0;52;1;4;10;29;0;36;1;1;1;2;6;43;80;1;3;1
2;52413.0;0;2;56;295;106;271;75;98;65;4;6;4;12;6;52;910;2;4;1
2;41580.0;1;1;15;56;5;24;4;0;3;3;2;1;3;5;43;92;2;4;1
2;75507.0;0;0;56;709;93;374;104;80;80;1;8;6;6;3;42;1440;0;2;0
3;58646.0;0;1;3;62;1;44;6;5;22;1;2;1;4;4;59;140;1;3;1
2;7500.0;0;1;61;5;2;3;3;0;5;1;1;0;2;8;42;18;1;3;1
2;61482.0;0;0;39;48;58;68;16;66;43;1;3;2;6;2;56;299;0;2;0
3;73395.0;0;0;94;272;7;80;20;7;11;1;4;4;6;2;34;397;0;2;0
1;79689.0;0;0;65;311;26;640;180;37;121;1;4;9;13;2;45;1315;0;1;0
1;34445.0;0;0;92;228;122;122;208;129;30;6;11;2;8;9;40;839;0;2;0
2;37758.0;1;1;49;27;2;10;0;0;1;2;1;0;3;8;55;40;2;4;1
2;30992.0;1;0;83;17;0;14;7;3;2;1;1;0;3;7;45;43;1;2;1
2;70165.0;0;0;60;161;0;253;199;191;122;1;3;7;11;1;72;926;0;1;0
2;79865.0;0;1;12;71;99;278;185;121;38;1;5;10;5;1;67;792;1;2;1
1;35388.0;1;0;20;6;4;7;4;3;8;1;1;0;3;7;33;32;1;2;1
2;51315.0;0;0;45;68;28;39;16;30;41;1;2;2;5;2;73;222;0;2;0
3;77882.0;0;0;29;68;129;396;188;22;15;1;3;3;5;1;40;818;0;2;0
2;37085.0;1;1;65;39;1;16;2;0;3;4;3;0;3;8;46;61;2;4;1
2;83844.0;0;0;57;901;31;345;75;31;191;1;4;4;11;1;69;1574;0;2;0
3;31788.0;1;0;15;16;7;23;0;8;6;3;3;0;4;5;38;60;1;2;1
3;48918.0;1;1;21;52;0;9;0;0;1;2;1;0;4;4;58;62;2;3;1
2;77457.0;0;0;85;675;11;400;15;45;11;1;2;5;10;1;74;1157;0;1;0
1;60182.0;0;1;23;8;0;5;7;0;2;1;1;0;2;4;128;22;1;2;1
2;61074.0;0;1;37;789;0;133;0;28;152;7;11;5;8;7;63;1102;1;3;1
3;41551.0;1;1;51;220;0;33;3;0;23;5;5;1;5;8;57;279;2;4;1
2;55375.0;0;1;3;42;11;57;10;28;14;1;1;1;6;2;44;162;1;3;1
3;48240.0;0;0;73;389;91;248;64;49;41;3;6;3;13;5;52;882;0;1;0
3;54998.0;0;1;3;154;22;202;39;30;8;5;4;2;9;4;65;455;1;2;1
2;27116.0;1;1;78;12;1;21;2;2;3;2;2;0;3;7;60;41;2;4;1
2;30631.0;1;0;75;15;6;20;4;5;20;1;3;1;2;7;47;70;1;3;1
3;50611.0;0;1;98;459;0;24;6;0;4;6;4;5;7;6;61;493;1;2;1
2;42014.0;1;0;56;244;15;108;4;15;50;6;7;1;6;8;44;436;1;3;1
2;59868.0;0;1;37;771;51;154;54;10;154;7;11;2;12;6;49;1194;1;3;1
2;63693.0;0;1;63;587;43;337;42;87;54;3;11;6;9;6;43;1150;1;2;1
2;84906.0;0;0;98;997;15;414;99;30;76;1;5;6;12;2;49;1631;0;2;0
2;66886.0;0;1;28;315;4;62;41;31;146;2;7;1;7;5;63;599;1;3;1
3;38829.0;0;1;86;76;0;7;0;0;16;1;3;2;2;5;62;99;1;3;1
3;30732.0;1;0;44;155;1;25;0;1;3;4;4;1;4;8;41;185;1;3;1
2;29604.0;1;0;88;7;6;13;7;6;14;1;1;0;3;9;33;53;1;3;1
